"","Early.Adopter","Fearful","Careful","Stubborn","Influencer","Uninterested","Homo.Economicus","Cluster8"
"pattern_47351",16,16,20,20,12,12,14,14
"pattern_47354",18,12,12,12,16,14,12,14
"pattern_47355",4,14,20,16,8,6,10,8
"pattern_47356",8,8,12,10,14,10,12,4
"pattern_47357",16,14,10,10,24,16,20,14
"pattern_47359",10,10,12,8,14,8,10,6
"pattern_47361",13,9,9,11,17,13,9,9
"pattern_47367",13,11,7,9,19,15,13,11
"pattern_47368",10,16,22,18,8,12,10,14
"pattern_47369",18,14,10,12,22,18,16,18
"pattern_47373",15,11,11,11,17,17,11,17
"pattern_47374",17,13,11,11,19,13,13,15
"pattern_47375",18,12,10,12,24,18,14,16
"pattern_47376",12,10,12,12,14,8,8,6
"pattern_47378",13,9,5,7,19,15,11,11
"pattern_47381",15,9,11,11,17,11,9,13
"pattern_47385",12,6,8,6,18,10,10,10
"pattern_47390",16,14,8,10,24,20,16,18
"pattern_47391",11,5,9,7,17,13,7,7
"pattern_47393",18,18,12,14,20,22,20,18
"pattern_47397",16,6,6,8,22,16,12,12
"pattern_47398",14,8,12,12,14,12,6,10
"pattern_47400",8,16,20,16,6,10,14,12
"pattern_47402",18,12,6,10,22,18,14,16
"pattern_47407",10,8,10,10,14,12,8,8
"pattern_47408",16,14,10,12,20,18,14,14
"pattern_47409",18,16,12,14,16,16,16,14
"pattern_47410",13,11,11,11,19,11,15,11
"pattern_47411",10,10,16,14,10,12,6,12
"pattern_47412",14,12,16,14,14,10,16,14
"pattern_47413",15,17,15,17,11,11,15,13
"pattern_47414",18,14,8,10,26,16,16,16
"pattern_47418",14,12,10,10,24,14,16,16
"pattern_47419",13,9,11,9,17,17,13,13
"pattern_47421",18,14,10,12,20,16,14,16
"pattern_47427",14,10,10,8,20,16,12,10
"pattern_47428",16,8,4,8,24,18,14,14
"pattern_47429",12,14,12,12,22,18,12,14
"pattern_47430",15,11,13,11,13,11,11,13
"pattern_47431",10,8,12,10,16,10,8,6
"pattern_47433",12,12,18,14,8,10,8,12
"pattern_47438",14,12,10,10,18,16,12,14
"pattern_47447",16,8,12,12,14,10,6,12
"pattern_47448",14,16,14,12,22,18,12,18
"pattern_47449",16,16,12,14,24,20,14,14
"pattern_47450",13,13,11,11,17,15,17,11
"pattern_47451",11,11,15,13,11,15,9,13
"pattern_47452",8,12,18,14,8,8,8,10
"pattern_47456",18,14,10,14,24,18,18,14
"pattern_47458",12,12,8,12,24,18,14,12
"pattern_47459",18,18,12,14,22,20,20,20
"pattern_47461",14,14,12,10,22,20,16,18
"pattern_47463",11,9,13,9,13,9,11,11
"pattern_47464",14,16,18,16,14,14,14,14
"pattern_47466",10,12,18,16,8,12,8,12
"pattern_47467",12,10,16,12,10,12,12,14
"pattern_47470",8,12,18,14,12,8,6,10
"pattern_47471",14,16,12,14,22,18,14,16
"pattern_47475",12,6,8,8,18,10,10,8
"pattern_47481",16,16,12,12,22,18,12,16
"pattern_47483",18,18,16,18,18,18,20,20
"pattern_47484",16,12,8,12,22,18,14,16
"pattern_47485",14,14,12,14,18,14,16,14
"pattern_47488",15,15,13,15,19,15,15,13
"pattern_47489",16,10,8,8,18,18,14,14
"pattern_47497",16,10,6,8,26,20,14,14
"pattern_47498",12,6,12,8,14,6,8,12
"pattern_47499",12,14,20,18,14,12,8,14
"pattern_47500",14,10,10,8,20,14,14,8
"pattern_47503",20,14,8,10,22,18,16,18
"pattern_47507",20,14,10,14,22,20,16,18
"pattern_47511",20,18,12,14,20,18,18,16
"pattern_47516",18,14,8,12,20,20,16,12
"pattern_47517",14,10,14,10,14,14,14,14
"pattern_47518",18,16,10,12,22,22,18,20
"pattern_47519",12,10,14,10,18,10,10,12
"pattern_47520",13,13,11,11,21,15,19,15
"pattern_47521",12,14,16,16,16,18,12,16
"pattern_47522",12,8,12,10,12,6,10,12
"pattern_47524",8,8,14,10,10,8,6,8
"pattern_47533",14,16,12,14,22,16,20,16
"pattern_47536",18,12,10,12,24,22,14,16
"pattern_47537",14,12,10,12,22,20,12,12
"pattern_47538",14,12,18,14,10,8,10,14
"pattern_47539",16,16,12,14,22,18,16,18
"pattern_47540",12,12,10,10,24,16,12,12
"pattern_47542",14,14,10,12,24,18,18,16
"pattern_47543",14,16,16,16,14,14,14,12
"pattern_47546",5,11,15,11,15,9,13,7
"pattern_47547",10,12,18,14,10,4,8,10
"pattern_47548",12,8,12,12,12,12,8,10
"pattern_47551",5,15,19,15,9,7,11,7
"pattern_47556",12,16,20,18,10,14,14,16
"pattern_47557",9,17,23,19,11,9,15,13
"pattern_47558",18,12,8,10,22,16,14,12
"pattern_47559",16,12,14,12,20,18,14,18
"pattern_47564",8,10,12,8,16,10,10,8
"pattern_47566",16,12,8,10,24,18,12,16
"pattern_47568",18,14,10,10,18,18,14,16
"pattern_47569",22,12,8,12,24,22,14,18
"pattern_47570",18,16,14,16,20,22,16,20
"pattern_47573",18,16,10,12,20,16,16,16
"pattern_47575",18,14,8,12,22,18,18,14
"pattern_47576",14,16,10,12,20,18,16,18
"pattern_47578",12,12,12,12,22,16,12,14
"pattern_47585",14,8,12,12,16,6,10,8
"pattern_47586",16,12,10,10,24,18,14,16
"pattern_47595",14,16,14,14,20,18,14,18
"pattern_47597",14,10,10,8,16,12,10,10
"pattern_47598",14,16,10,14,24,22,16,16
"pattern_47600",22,14,10,12,20,18,18,18
"pattern_47601",14,16,18,16,14,14,14,14
"pattern_47602",10,6,10,8,14,10,8,6
"pattern_47604",18,14,10,14,20,18,14,14
"pattern_47605",10,8,10,10,16,14,10,8
"pattern_47606",18,18,14,16,24,18,14,16
"pattern_47608",13,11,11,13,17,13,13,7
"pattern_47610",16,14,12,12,18,16,12,14
"pattern_47611",10,18,22,20,8,12,14,14
"pattern_47613",17,13,11,13,21,19,13,13
"pattern_47614",12,10,16,12,14,6,10,12
"pattern_47617",13,11,11,9,17,13,13,11
"pattern_47618",20,14,12,12,22,20,16,20
"pattern_47619",18,10,4,8,22,18,14,14
"pattern_47631",12,14,12,12,20,18,10,14
"pattern_47633",14,18,16,16,18,14,14,16
"pattern_47634",14,14,14,14,18,16,14,20
"pattern_47638",16,12,8,10,26,18,12,14
"pattern_47641",12,12,18,14,10,10,12,14
"pattern_47642",22,14,10,12,22,20,14,16
"pattern_47644",13,9,7,9,19,15,13,11
"pattern_47646",12,14,18,14,14,14,16,14
"pattern_47647",22,14,8,10,24,22,18,18
"pattern_47656",10,10,16,12,12,6,14,14
"pattern_47657",20,18,14,16,22,20,18,20
"pattern_47659",8,16,20,18,10,10,12,8
"pattern_47660",12,8,14,10,16,6,8,10
"pattern_47662",15,13,13,13,15,11,17,17
"pattern_47663",21,15,11,15,15,17,17,17
"pattern_47665",13,15,15,15,13,13,15,11
"pattern_47667",12,12,14,14,14,8,10,10
"pattern_47668",12,10,14,12,14,10,6,8
"pattern_47673",16,8,8,10,20,18,12,14
"pattern_47674",14,12,10,12,20,20,14,16
"pattern_47676",16,10,8,8,26,18,14,16
"pattern_47678",10,6,8,6,16,10,8,8
"pattern_47680",11,13,19,15,11,11,15,9
"pattern_47682",14,10,8,10,20,14,12,8
"pattern_47686",14,14,10,10,20,14,14,10
"pattern_47688",18,12,12,14,24,18,14,16
"pattern_47689",18,18,14,16,20,16,18,20
"pattern_47691",12,12,18,14,14,10,12,16
"pattern_47693",7,13,19,15,7,7,11,7
"pattern_47698",20,10,8,8,22,18,14,16
"pattern_47699",11,9,11,9,17,9,11,11
"pattern_47701",18,14,10,10,20,14,16,14
"pattern_47704",16,10,8,10,20,20,10,16
"pattern_47707",18,12,8,10,22,20,14,16
"pattern_47709",9,11,13,9,13,7,11,7
"pattern_47711",20,16,12,12,24,20,18,18
"pattern_47712",14,12,16,12,14,14,14,14
"pattern_47713",9,11,17,13,11,5,7,7
"pattern_47714",14,10,6,8,20,18,10,12
"pattern_47715",14,12,16,14,12,12,8,12
"pattern_47722",9,9,15,13,13,9,9,9
"pattern_47724",14,12,16,14,14,10,12,10
"pattern_47727",18,14,12,16,26,16,16,14
"pattern_47728",12,8,10,10,16,10,8,8
"pattern_47732",20,16,12,14,20,20,18,16
"pattern_47736",18,16,12,14,22,18,16,16
"pattern_47737",11,13,19,15,11,7,15,15
"pattern_47739",14,12,10,10,20,14,14,12
"pattern_47742",14,12,14,14,18,16,10,14
"pattern_47743",12,14,14,14,16,14,16,8
"pattern_47744",12,12,18,14,10,10,12,14
"pattern_47745",18,12,8,10,24,18,14,18
"pattern_47747",14,18,20,18,14,14,16,16
"pattern_47748",20,14,10,12,20,18,18,18
"pattern_47749",11,11,17,13,11,11,9,11
"pattern_47753",14,10,10,12,16,12,10,12
"pattern_47754",17,11,9,11,21,19,13,15
"pattern_47759",14,8,6,8,18,16,10,12
"pattern_47761",18,16,14,16,18,16,14,18
"pattern_47767",16,16,20,18,12,14,18,18
"pattern_47769",16,12,10,10,14,14,12,14
"pattern_47770",18,16,12,14,24,20,16,14
"pattern_47772",16,12,8,10,18,16,16,14
"pattern_47773",16,14,14,14,14,10,12,14
"pattern_47778",12,12,18,14,10,10,8,14
"pattern_47784",6,10,16,12,10,6,8,8
"pattern_47786",12,10,10,10,16,16,10,10
"pattern_47789",12,12,18,14,12,10,12,12
"pattern_47792",16,14,10,12,22,16,16,14
"pattern_47795",18,18,16,16,16,20,20,18
"pattern_47796",16,12,8,10,20,18,12,14
"pattern_47797",11,9,13,9,11,7,9,13
"pattern_47798",18,16,10,12,22,22,20,16
"pattern_47802",18,16,12,14,24,18,16,16
"pattern_47803",19,15,11,13,15,15,15,17
"pattern_47804",12,18,20,18,10,10,18,14
"pattern_47805",20,12,10,12,20,18,14,14
"pattern_47810",18,14,8,10,28,22,16,18
"pattern_47812",16,12,8,8,22,20,16,16
"pattern_47821",14,14,10,12,18,18,18,16
"pattern_47825",9,15,19,15,9,11,13,9
"pattern_47827",16,10,6,10,24,16,14,12
"pattern_47828",14,10,10,12,22,16,10,12
"pattern_47829",10,8,10,8,14,12,8,6
"pattern_47832",14,12,12,12,20,16,14,16
"pattern_47833",11,7,13,9,13,5,9,9
"pattern_47834",15,9,13,11,15,13,7,13
"pattern_47835",18,12,8,10,20,16,16,16
"pattern_47837",13,13,15,13,15,11,13,13
"pattern_47838",14,10,12,12,14,10,10,10
"pattern_47839",14,8,8,6,20,16,8,12
"pattern_47840",20,14,10,14,30,20,18,18
"pattern_47842",16,14,10,12,20,16,18,16
"pattern_47844",16,14,8,10,24,16,14,16
"pattern_47846",20,16,10,12,24,18,20,18
"pattern_47847",8,12,16,12,12,4,12,10
"pattern_47848",12,10,14,10,16,6,10,12
"pattern_47849",12,10,12,10,16,10,10,12
"pattern_47850",14,16,12,12,24,18,18,18
"pattern_47856",14,14,14,14,20,18,16,16
"pattern_47860",16,10,4,8,24,20,14,14
"pattern_47863",12,6,8,6,20,12,8,10
"pattern_47865",13,13,19,15,13,9,9,11
"pattern_47867",7,13,17,13,11,7,11,9
"pattern_47873",10,10,14,10,14,8,14,12
"pattern_47875",15,15,17,17,15,15,17,17
"pattern_47876",13,17,15,15,15,17,15,15
"pattern_47878",18,12,10,12,22,18,14,18
"pattern_47884",14,10,6,8,24,20,12,12
"pattern_47886",16,18,12,14,24,18,16,16
"pattern_47887",16,12,8,10,20,14,14,14
"pattern_47889",12,6,10,8,18,10,10,6
"pattern_47895",16,20,22,20,10,16,18,20
"pattern_47898",16,14,10,10,22,16,12,16
"pattern_47899",12,12,12,10,16,10,12,8
"pattern_47902",12,12,14,12,12,12,10,10
"pattern_47903",16,8,10,10,16,14,10,10
"pattern_47905",11,11,15,13,13,9,9,7
"pattern_47906",17,11,9,11,21,13,11,13
"pattern_47907",18,12,8,12,22,16,14,12
"pattern_47909",14,14,18,16,14,6,14,14
"pattern_47910",16,12,6,10,20,18,12,10
"pattern_47912",10,12,10,8,20,16,14,12
"pattern_47914",14,14,10,10,22,16,16,14
"pattern_47916",22,14,10,12,20,24,16,20
"pattern_47921",14,14,8,12,24,18,16,14
"pattern_47924",8,14,20,16,6,8,10,12
"pattern_47927",12,10,12,10,16,12,12,8
"pattern_47928",12,8,12,10,12,10,10,6
"pattern_47929",12,14,10,10,22,16,16,14
"pattern_47932",16,14,18,16,12,14,12,16
"pattern_47933",15,13,11,11,15,11,13,11
"pattern_47936",9,9,13,11,11,9,9,9
"pattern_47938",16,16,16,16,16,16,16,18
"pattern_47939",14,14,10,10,18,14,16,10
"pattern_47940",14,16,12,16,22,16,16,14
"pattern_47941",16,10,6,6,24,18,16,16
"pattern_47942",10,4,10,8,16,12,6,10
"pattern_47946",18,14,8,10,22,20,18,16
"pattern_47949",18,10,6,10,26,20,12,14
"pattern_47950",16,14,8,12,22,20,16,14
"pattern_47951",11,17,19,17,7,13,15,13
"pattern_47952",14,14,16,12,14,14,16,14
"pattern_47953",14,12,8,10,20,16,14,12
"pattern_47956",16,10,10,10,18,14,14,16
"pattern_47957",8,10,16,12,12,8,8,12
"pattern_47959",15,9,9,7,19,13,13,11
"pattern_47960",14,8,12,10,14,10,8,8
"pattern_47961",10,16,22,18,8,10,12,14
"pattern_47962",13,13,15,13,13,15,15,13
"pattern_47965",16,12,8,8,24,16,14,14
"pattern_47966",8,14,18,14,10,10,12,8
"pattern_47969",14,10,8,8,20,16,12,10
"pattern_47973",14,12,12,10,22,18,14,16
"pattern_47976",10,12,18,14,12,8,8,10
"pattern_47977",14,14,10,12,22,20,12,14
"pattern_47978",16,10,12,12,14,6,10,12
"pattern_47980",10,16,18,16,14,10,16,14
"pattern_47981",16,16,18,20,12,12,14,12
"pattern_47983",16,12,10,10,22,18,14,16
"pattern_47984",15,9,7,9,21,15,13,9
"pattern_47985",10,12,10,10,18,18,10,10
"pattern_47986",18,16,12,12,22,18,18,16
"pattern_47988",18,18,16,18,20,16,18,20
"pattern_47994",10,12,14,12,16,12,10,8
"pattern_47996",12,14,12,12,14,16,14,14
"pattern_47997",18,12,8,10,20,16,12,12
"pattern_47998",10,8,10,8,14,10,6,6
"pattern_47999",12,10,10,10,18,14,8,14
"pattern_48001",13,17,21,19,13,11,15,15
"pattern_48008",15,15,15,15,13,17,13,15
"pattern_48009",16,14,12,12,16,14,10,14
"pattern_48011",22,14,10,12,20,18,18,18
"pattern_48012",9,15,17,13,9,11,13,11
"pattern_48015",18,14,10,14,26,16,16,14
"pattern_48016",12,10,14,12,14,10,12,12
"pattern_48017",16,12,8,12,22,18,12,16
"pattern_48025",14,12,10,10,20,18,12,18
"pattern_48030",12,14,12,10,20,18,14,16
"pattern_48035",18,12,8,10,20,14,12,14
"pattern_48036",14,10,8,8,18,16,10,12
"pattern_48040",13,9,7,9,19,11,13,9
"pattern_48041",20,10,8,12,18,18,12,16
"pattern_48043",13,9,7,7,17,13,11,13
"pattern_48046",11,11,15,11,15,13,13,11
"pattern_48049",12,10,12,10,14,10,12,12
"pattern_48054",8,14,16,14,12,12,14,10
"pattern_48056",20,14,10,14,22,20,14,14
"pattern_48058",14,14,14,14,16,12,14,10
"pattern_48059",14,12,14,12,16,8,12,12
"pattern_48060",16,16,12,12,22,20,16,18
"pattern_48062",12,14,8,10,22,16,16,12
"pattern_48064",19,9,5,9,21,17,11,15
"pattern_48065",16,12,10,10,22,16,16,16
"pattern_48068",16,12,8,10,20,16,16,12
"pattern_48070",14,12,8,10,22,18,14,14
"pattern_48073",12,18,18,16,12,16,18,12
"pattern_48074",14,10,14,10,18,8,8,12
"pattern_48077",20,16,10,12,26,18,20,16
"pattern_48078",20,12,8,10,22,18,16,18
"pattern_48079",9,9,13,9,13,11,11,9
"pattern_48081",14,20,14,16,20,22,18,18
"pattern_48083",14,8,12,12,16,12,8,14
"pattern_48084",20,18,14,16,22,18,18,18
"pattern_48085",15,19,21,19,9,13,19,17
"pattern_48087",9,7,13,11,11,7,9,5
"pattern_48093",14,10,16,14,12,10,8,12
"pattern_48096",10,14,18,14,10,10,12,12
"pattern_48099",20,16,10,12,26,24,18,20
"pattern_48100",14,20,22,18,12,16,18,18
"pattern_48101",12,12,10,10,14,10,10,8
"pattern_48104",10,14,20,16,12,10,8,12
"pattern_48105",13,7,9,7,15,13,7,11
"pattern_48109",18,12,10,12,22,18,12,16
"pattern_48111",12,16,22,18,10,6,16,14
"pattern_48113",8,12,12,10,14,12,8,8
"pattern_48121",14,8,6,8,22,16,12,8
"pattern_48122",14,14,20,18,10,12,12,14
"pattern_48126",16,12,10,12,18,16,12,12
"pattern_48128",18,10,8,10,18,10,10,12
"pattern_48129",16,12,8,10,24,20,16,14
"pattern_48131",12,12,18,14,10,10,14,14
"pattern_48132",20,10,8,12,22,18,16,14
"pattern_48133",16,12,10,12,24,18,14,16
"pattern_48135",7,13,19,15,11,11,9,13
"pattern_48136",13,9,11,11,17,11,9,7
"pattern_48138",18,10,10,10,20,16,14,16
"pattern_48141",14,8,14,10,14,8,6,10
"pattern_48142",16,16,12,14,24,18,18,16
"pattern_48145",16,10,6,6,20,16,16,12
"pattern_48146",12,6,6,4,18,12,10,8
"pattern_48148",13,9,9,7,17,13,11,11
"pattern_48150",10,10,12,12,14,12,8,8
"pattern_48151",14,12,10,10,22,16,12,12
"pattern_48152",12,10,12,8,16,10,10,12
"pattern_48156",18,12,10,10,20,18,12,14
"pattern_48165",20,14,10,14,24,18,16,14
"pattern_48167",8,18,22,18,8,10,14,10
"pattern_48169",16,14,14,12,16,12,12,14
"pattern_48170",18,14,10,12,22,16,16,14
"pattern_48173",16,16,10,12,24,22,18,18
"pattern_48176",8,6,10,6,14,12,8,8
"pattern_48178",14,16,10,12,20,18,20,16
"pattern_48182",14,14,20,16,8,10,8,14
"pattern_48183",15,13,15,15,15,15,13,13
"pattern_48184",18,14,10,10,22,18,16,16
"pattern_48185",14,8,6,10,22,18,12,12
"pattern_48186",18,14,8,12,24,20,16,14
"pattern_48191",16,16,12,14,24,20,14,18
"pattern_48194",13,5,9,9,17,13,3,9
"pattern_48197",14,10,6,10,22,18,14,12
"pattern_48199",14,8,6,6,20,14,12,10
"pattern_48200",14,14,12,12,20,18,16,16
"pattern_48201",14,10,12,10,18,16,12,16
"pattern_48206",14,16,20,20,10,14,12,14
"pattern_48208",16,10,10,10,22,14,10,12
"pattern_48209",16,12,8,10,22,22,14,16
"pattern_48213",14,16,12,12,22,18,18,16
"pattern_48215",15,9,11,7,17,13,7,13
"pattern_48219",14,8,12,10,14,6,10,14
"pattern_48220",17,11,11,11,19,15,9,13
"pattern_48222",19,13,7,9,21,17,17,15
"pattern_48226",18,12,6,8,20,18,12,16
"pattern_48227",12,10,16,12,16,6,10,12
"pattern_48230",12,12,18,14,10,8,8,12
"pattern_48234",8,8,14,10,14,6,8,10
"pattern_48235",12,12,16,12,14,14,12,12
"pattern_48237",8,10,16,12,14,8,8,10
"pattern_48238",13,11,15,13,15,7,9,11
"pattern_48240",14,6,10,10,20,14,8,12
"pattern_48241",16,16,10,12,22,16,18,16
"pattern_48242",16,12,10,12,24,16,16,12
"pattern_48243",7,15,19,15,9,7,13,9
"pattern_48244",14,8,8,8,20,12,12,12
"pattern_48245",20,16,10,12,22,18,20,18
"pattern_48246",13,11,15,11,11,9,13,13
"pattern_48249",10,14,18,16,12,16,12,14
"pattern_48255",16,14,10,12,24,18,16,14
"pattern_48256",12,8,10,10,20,12,8,10
"pattern_48259",14,10,14,10,14,10,8,10
"pattern_48263",14,12,6,10,24,18,14,12
"pattern_48264",20,10,6,10,26,20,16,16
"pattern_48266",18,18,12,14,22,18,22,16
"pattern_48267",11,9,15,13,13,9,5,11
"pattern_48271",16,12,6,10,20,18,14,12
"pattern_48272",16,18,14,14,24,20,18,16
"pattern_48277",10,10,16,12,12,12,12,12
"pattern_48278",11,11,17,13,9,11,11,13
"pattern_48284",16,10,8,10,22,16,12,10
"pattern_48285",16,10,6,8,22,14,12,10
"pattern_48286",18,14,8,10,24,18,14,16
"pattern_48287",15,17,21,19,11,13,15,17
"pattern_48288",14,16,10,12,22,20,18,18
"pattern_48290",16,14,10,14,24,18,16,14
"pattern_48292",10,14,20,16,8,12,10,14
"pattern_48293",14,14,14,12,16,12,14,10
"pattern_48294",13,9,13,9,15,7,9,13
"pattern_48296",16,16,12,14,22,18,18,16
"pattern_48298",6,12,16,12,12,8,12,6
"pattern_48302",10,6,10,8,14,8,8,8
"pattern_48303",17,9,11,11,19,11,11,11
"pattern_48307",14,10,12,10,16,10,12,14
"pattern_48309",17,9,9,9,17,11,9,13
"pattern_48312",13,7,9,9,17,13,11,7
"pattern_48314",9,7,13,9,11,9,9,7
"pattern_48315",9,9,13,11,13,11,9,5
"pattern_48319",14,10,6,8,18,16,12,10
"pattern_48323",18,10,8,10,22,16,14,16
"pattern_48325",12,6,10,8,18,12,8,8
"pattern_48326",18,12,8,12,24,20,18,16
"pattern_48327",14,14,12,16,20,18,18,14
"pattern_48329",18,14,10,14,22,18,14,14
"pattern_48330",15,9,9,7,19,15,11,13
"pattern_48332",14,6,12,10,14,10,4,8
"pattern_48333",11,19,23,19,13,11,19,15
"pattern_48334",20,12,10,10,24,16,14,16
"pattern_48336",20,18,14,16,24,16,18,18
"pattern_48337",18,12,10,12,24,16,14,14
"pattern_48339",16,12,8,8,20,16,14,14
"pattern_48343",10,12,18,14,10,8,12,12
"pattern_48345",22,14,10,12,26,18,16,16
"pattern_48346",11,11,11,9,17,13,13,11
"pattern_48347",18,16,12,12,24,20,20,18
"pattern_48348",16,14,20,16,10,10,14,18
"pattern_48351",20,16,12,12,24,20,18,18
"pattern_48352",10,6,12,10,14,10,4,4
"pattern_48354",13,11,7,9,21,17,15,13
"pattern_48355",14,8,14,12,12,10,6,8
"pattern_48356",14,16,12,12,20,18,16,16
"pattern_48357",8,10,16,14,10,10,6,8
"pattern_48359",18,16,10,12,24,20,22,18
"pattern_48361",18,12,8,8,24,16,14,16
"pattern_48362",12,14,18,16,12,8,12,12
"pattern_48364",18,12,8,10,22,14,14,14
"pattern_48366",17,15,15,17,13,17,11,17
"pattern_48368",16,16,12,12,24,18,16,14
"pattern_48369",14,10,16,14,12,10,8,14
"pattern_48370",18,14,10,14,24,20,14,14
"pattern_48373",20,14,8,12,22,18,16,16
"pattern_48376",16,12,6,8,22,14,16,14
"pattern_48377",10,14,18,14,16,8,16,12
"pattern_48378",18,10,4,8,22,16,14,12
"pattern_48381",12,14,10,12,24,20,12,14
"pattern_48383",18,14,10,10,22,20,14,14
"pattern_48384",12,8,10,8,16,14,10,8
"pattern_48385",10,18,22,20,6,10,14,14
"pattern_48386",11,13,17,13,13,11,11,11
"pattern_48387",14,10,12,10,16,12,12,10
"pattern_48388",15,9,7,7,19,17,9,13
"pattern_48391",13,11,7,7,23,19,13,15
"pattern_48393",18,14,10,12,24,18,16,16
"pattern_48394",13,15,15,13,15,15,15,15
"pattern_48395",12,12,12,12,16,10,10,6
"pattern_48398",6,12,14,10,12,8,10,6
"pattern_48399",16,14,10,10,20,18,16,14
"pattern_48405",16,18,14,14,20,20,18,16
"pattern_48407",11,13,19,15,7,9,7,11
"pattern_48411",16,8,10,8,18,14,6,10
"pattern_48413",16,10,6,10,22,20,8,14
"pattern_48414",14,14,10,14,24,20,10,14
"pattern_48422",10,10,12,12,16,14,8,16
"pattern_48425",10,16,18,16,14,8,14,12
"pattern_48428",12,12,10,10,18,16,12,16
"pattern_48429",11,7,11,7,15,7,11,7
"pattern_48430",16,10,10,10,18,18,12,12
"pattern_48431",14,14,14,14,18,14,12,16
"pattern_48433",10,16,22,18,10,10,14,14
"pattern_48435",10,6,10,6,18,10,8,8
"pattern_48436",18,12,8,10,24,18,16,16
"pattern_48438",12,10,8,8,20,16,12,10
"pattern_48443",12,12,14,12,12,12,12,12
"pattern_48444",13,9,9,7,17,15,11,11
"pattern_48446",12,12,16,12,14,8,18,12
"pattern_48447",18,12,8,10,20,16,14,16
"pattern_48450",13,13,13,11,17,13,13,11
"pattern_48451",10,10,16,12,14,8,8,10
"pattern_48456",14,8,6,8,20,16,12,8
"pattern_48457",15,11,15,13,17,9,11,13
"pattern_48462",13,9,9,9,19,17,13,13
"pattern_48465",18,10,12,12,18,14,10,16
"pattern_48469",13,11,13,11,13,11,11,11
"pattern_48471",15,7,7,9,19,17,9,11
"pattern_48474",12,12,18,14,10,10,10,16
"pattern_48475",13,13,17,15,15,13,9,13
"pattern_48478",18,10,6,8,18,16,14,14
"pattern_48479",8,16,20,16,10,10,12,10
"pattern_48482",18,14,12,14,22,22,16,16
"pattern_48483",18,12,10,10,22,20,14,18
"pattern_48485",14,14,8,10,24,20,16,16
"pattern_48486",14,14,10,12,22,18,14,16
"pattern_48489",8,12,18,14,10,8,6,10
"pattern_48490",14,14,8,10,22,20,16,14
"pattern_48491",10,14,18,16,12,14,12,14
"pattern_48492",12,12,16,14,16,12,14,16
"pattern_48493",16,12,8,10,22,18,16,12
"pattern_48498",16,12,14,14,14,12,12,10
"pattern_48499",22,18,12,16,24,20,16,16
"pattern_48501",12,12,16,14,10,12,8,12
"pattern_48502",12,16,22,18,8,10,12,12
"pattern_48504",16,12,10,12,20,20,12,18
"pattern_48507",10,14,18,14,10,6,10,12
"pattern_48508",16,12,8,12,24,18,14,12
"pattern_48509",20,14,8,10,22,18,16,16
"pattern_48510",20,14,10,12,24,18,16,16
"pattern_48511",16,18,14,14,18,16,18,16
"pattern_48514",10,10,14,12,12,8,12,10
"pattern_48515",8,8,14,10,10,8,6,6
"pattern_48516",16,14,8,10,20,16,18,14
"pattern_48517",13,11,15,13,13,13,7,13
"pattern_48518",11,11,17,13,13,5,9,11
"pattern_48522",15,9,5,7,21,15,13,13
"pattern_48524",14,14,16,14,12,10,12,12
"pattern_48526",16,16,14,14,16,16,12,16
"pattern_48527",13,11,13,11,15,11,11,9
"pattern_48528",18,16,12,12,22,16,18,16
"pattern_48529",18,12,8,10,20,18,14,14
"pattern_48531",20,14,8,12,24,22,14,18
"pattern_48533",16,12,8,8,22,16,16,14
"pattern_48536",14,14,8,10,24,18,14,14
"pattern_48537",16,10,8,10,22,18,12,10
"pattern_48538",16,14,12,14,24,20,16,18
"pattern_48539",18,14,8,10,24,20,16,16
"pattern_48540",12,16,22,18,8,10,14,14
"pattern_48542",18,18,20,22,12,16,16,16
"pattern_48543",17,21,19,21,13,21,19,19
"pattern_48547",18,14,10,10,22,18,18,16
"pattern_48548",17,13,15,13,13,15,13,15
"pattern_48551",18,14,8,12,20,18,14,18
"pattern_48552",11,11,11,9,15,11,11,9
"pattern_48554",18,10,10,10,20,16,12,16
"pattern_48556",16,12,8,12,26,18,16,14
"pattern_48559",16,14,10,10,24,16,14,16
"pattern_48561",10,8,12,12,16,6,10,8
"pattern_48563",13,15,21,17,11,11,15,15
"pattern_48567",7,9,15,11,9,7,11,9
"pattern_48569",14,14,16,14,16,12,14,14
"pattern_48571",12,10,16,12,16,8,10,12
"pattern_48573",11,11,17,13,13,7,9,11
"pattern_48581",20,20,16,18,18,18,22,20
"pattern_48582",15,11,9,9,17,11,9,13
"pattern_48585",17,11,9,9,21,13,11,15
"pattern_48586",11,7,11,9,13,7,7,9
"pattern_48590",14,12,12,10,20,16,16,18
"pattern_48594",16,12,6,10,20,18,16,12
"pattern_48595",8,12,10,8,18,16,12,12
"pattern_48596",14,12,12,10,18,18,16,16
"pattern_48602",16,12,8,8,22,20,14,16
"pattern_48607",11,15,15,13,15,13,13,11
"pattern_48608",18,16,10,14,24,20,14,16
"pattern_48609",12,12,18,14,12,8,14,14
"pattern_48610",14,4,6,6,18,14,8,8
"pattern_48611",12,8,6,6,20,12,12,10
"pattern_48613",14,12,16,12,10,10,16,14
"pattern_48615",14,8,10,10,16,14,6,12
"pattern_48618",8,10,14,10,12,8,12,4
"pattern_48619",15,13,11,11,15,15,13,15
"pattern_48620",12,12,14,12,14,8,8,8
