global_participant_key,dataset_source,source_survey,source_file,source_row,participant_key,age_raw,gender_raw,country_raw,country_code,diego_scale_assumption,diego_noise_added,diego_noise_sd,diego__q1,diego__q2,diego__q3,diego__q4,diego__q5,diego__q6,diego__q7,diego__q21_1,diego__q21_2,diego__q21_3,diego__q21_4,diego__q21_5,diego__q21_6,diego__q21_7,diego__q21_8,diego__q22_1,diego__q22_2,diego__q22_3,diego__q22_4,diego__q22_5,diego__q22_6,diego__q22_7,diego__q22_8,diego__q23_1,diego__q23_2,diego__q23_3,diego__q23_4,diego__q23_5,diego__q23_6,diego__q23_7,diego__q23_8,diego__q24_1,diego__q24_2,diego__q24_3,diego__q24_4,diego__q24_5,diego__q24_6,diego__q24_7,diego__q24_8,diego_det_01_0_100,diego_det_02_0_100,diego_det_03_0_100,diego_det_04_0_100,diego_det_05_0_100,diego_det_06_0_100,diego_det_07_0_100,diego_det_08_0_100,diego_det_09_0_100,diego_det_10_0_100,diego_det_11_0_100,diego_det_12_0_100,diego_det_13_0_100,diego_det_14_0_100,diego_det_15_0_100,diego_det_16_0_100,diego_det_17_0_100,diego_det_18_0_100,diego_det_19_0_100,diego_det_20_0_100,diego_det_21_0_100,diego_det_22_0_100,diego_det_23_0_100,diego_det_24_0_100,diego_det_25_0_100,diego_det_26_0_100,diego_det_27_0_100,diego_det_28_0_100,diego_det_29_0_100,diego_det_30_0_100,diego_det_31_0_100,diego_det_32_0_100
diego__diego_721,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,721,diego_721,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Secondary or high school diploma,Not working (unemployed),None,"20,000 - 49,999 euros per year",1,3,4,5,2,3,2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,2,2,2,5,0,50,75,100,25,50,25,75,75,75,50,50,50,75,75,75,75,75,75,75,75,50,25,50,75,75,75,50,25,25,25,100
diego__diego_722,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,722,diego_722,60 or older,Female,Spain,ES,1_5,FALSE,NA,60 or older,Female,Spain,Vocational training,Retired,2,"Less than 20,000 euros per year",3,3,3,3,4,4,3,5,3,4,3,2,3,3,5,3,3,3,3,3,3,1,3,2,3,2,2,2,1,2,1,4,50,50,50,50,75,75,50,100,50,75,50,25,50,50,100,50,50,50,50,50,50,0,50,25,50,25,25,25,0,25,0,75
diego__diego_723,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,723,diego_723,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Undergraduate (Bachelor's) degree,Student,None,I prefer not to say,3,1,4,2,2,5,4,5,4,5,5,5,3,4,4,4,4,4,3,3,2,2,2,2,2,3,3,2,3,2,1,4,50,0,75,25,25,100,75,100,75,100,100,100,50,75,75,75,75,75,50,50,25,25,25,25,25,50,50,25,50,25,0,75
diego__diego_724,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,724,diego_724,18-25,Male,Spain,ES,1_5,FALSE,NA,18-25,Male,Spain,Secondary or high school diploma,Student,None,"20,000 - 49,999 euros per year",4,4,4,3,2,3,2,5,4,5,4,4,2,4,5,4,5,5,3,3,1,4,2,2,2,4,3,1,1,4,2,3,75,75,75,50,25,50,25,100,75,100,75,75,25,75,100,75,100,100,50,50,0,75,25,25,25,75,50,0,0,75,25,50
diego__diego_725,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,725,diego_725,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Secondary or high school diploma,Paid employee (private sector),2,"20,000 - 49,999 euros per year",2,3,3,3,3,4,3,3,3,2,4,3,3,2,4,3,3,2,3,2,3,2,3,3,2,4,4,2,2,2,2,3,25,50,50,50,50,75,50,50,50,25,75,50,50,25,75,50,50,25,50,25,50,25,50,50,25,75,75,25,25,25,25,50
diego__diego_726,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,726,diego_726,26-39,Male,Spain,ES,1_5,FALSE,NA,26-39,Male,Spain,Vocational training,Paid employee (private sector),None,"Less than 20,000 euros per year",2,2,2,4,2,5,1,4,4,3,4,3,4,4,4,4,4,4,4,3,3,2,2,2,2,4,3,1,1,1,1,4,25,25,25,75,25,100,0,75,75,50,75,50,75,75,75,75,75,75,75,50,50,25,25,25,25,75,50,0,0,0,0,75
diego__diego_727,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,727,diego_727,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Secondary or high school diploma,Paid employee (public sector),2,"20,000 - 49,999 euros per year",2,3,4,3,2,3,3,4,3,3,5,3,3,4,3,4,4,3,3,3,4,2,3,3,3,3,3,1,2,3,2,4,25,50,75,50,25,50,50,75,50,50,100,50,50,75,50,75,75,50,50,50,75,25,50,50,50,50,50,0,25,50,25,75
diego__diego_728,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,728,diego_728,18-25,Female,Spain,ES,1_5,FALSE,NA,18-25,Female,Spain,Secondary or high school diploma,Student,None,"Less than 20,000 euros per year",4,3,2,4,4,3,2,3,3,2,4,3,5,1,2,4,4,2,3,2,4,1,4,3,4,2,5,4,1,2,3,2,75,50,25,75,75,50,25,50,50,25,75,50,100,0,25,75,75,25,50,25,75,0,75,50,75,25,100,75,0,25,50,25
diego__diego_729,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,729,diego_729,26-39,Male,Spain,ES,1_5,FALSE,NA,26-39,Male,Spain,Secondary or high school diploma,Self-employed,1,I prefer not to say,2,3,3,3,4,2,3,5,3,4,3,3,3,3,2,3,5,3,2,2,2,3,3,2,3,4,4,4,3,2,3,3,25,50,50,50,75,25,50,100,50,75,50,50,50,50,25,50,100,50,25,25,25,50,50,25,50,75,75,75,50,25,50,50
diego__diego_730,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,730,diego_730,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Undergraduate (Bachelor's) degree,Self-employed,None,"20,000 - 49,999 euros per year",1,1,3,2,3,1,3,5,3,2,4,3,4,4,3,4,4,3,4,2,3,2,3,3,4,3,4,3,2,2,1,2,0,0,50,25,50,0,50,100,50,25,75,50,75,75,50,75,75,50,75,25,50,25,50,50,75,50,75,50,25,25,0,25
diego__diego_731,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,731,diego_731,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Secondary or high school diploma,Paid employee (public sector),2,"20,000 - 49,999 euros per year",1,2,3,3,2,5,5,5,4,4,4,4,4,3,4,3,4,4,4,4,4,1,1,2,3,4,2,1,1,4,2,4,0,25,50,50,25,100,100,100,75,75,75,75,75,50,75,50,75,75,75,75,75,0,0,25,50,75,25,0,0,75,25,75
diego__diego_732,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,732,diego_732,60 or older,Female,Greece,GR,1_5,FALSE,NA,60 or older,Female,Greece,Less than secondary school or high school diploma,Retired,2,"Less than 20,000 euros per year",3,2,3,4,2,3,4,5,4,3,5,4,3,3,4,4,4,3,4,4,4,4,3,3,4,4,3,4,2,4,3,3,50,25,50,75,25,50,75,100,75,50,100,75,50,50,75,75,75,50,75,75,75,75,50,50,75,75,50,75,25,75,50,50
diego__diego_733,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,733,diego_733,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Master's degree,Paid employee (public sector),2,"20,000 - 49,999 euros per year",1,3,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,1,1,1,1,5,0,50,75,75,75,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,100,50,0,0,0,0,100
diego__diego_734,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,734,diego_734,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Secondary or high school diploma,Student,None,"50,000 - 100,000 euros per year",2,2,3,4,2,3,1,5,4,4,4,2,4,4,5,4,2,5,2,2,1,4,3,2,2,3,2,2,2,1,2,4,25,25,50,75,25,50,0,100,75,75,75,25,75,75,100,75,25,100,25,25,0,75,50,25,25,50,25,25,25,0,25,75
diego__diego_735,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,735,diego_735,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Undergraduate (Bachelor's) degree,Student,None,"20,000 - 49,999 euros per year",3,4,3,3,2,3,3,4,2,3,2,4,4,3,4,4,3,4,3,3,5,4,3,4,3,4,3,2,4,3,3,2,50,75,50,50,25,50,50,75,25,50,25,75,75,50,75,75,50,75,50,50,100,75,50,75,50,75,50,25,75,50,50,25
diego__diego_736,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,736,diego_736,18-25,Female,Greece,GR,1_5,FALSE,NA,18-25,Female,Greece,Secondary or high school diploma,Student,None,"20,000 - 49,999 euros per year",1,4,4,5,1,5,5,5,1,5,5,4,5,5,5,5,5,2,1,1,4,4,2,1,1,5,3,1,1,1,1,5,0,75,75,100,0,100,100,100,0,100,100,75,100,100,100,100,100,25,0,0,75,75,25,0,0,100,50,0,0,0,0,100
diego__diego_737,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,737,diego_737,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Master's degree,Not working (other),None,"20,000 - 49,999 euros per year",1,1,2,2,1,4,4,3,1,3,4,4,2,4,3,3,4,1,1,1,3,2,1,1,2,4,1,1,1,1,1,2,0,0,25,25,0,75,75,50,0,50,75,75,25,75,50,50,75,0,0,0,50,25,0,0,25,75,0,0,0,0,0,25
diego__diego_738,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,738,diego_738,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,I prefer not to say,1,1,1,3,2,3,3,3,3,3,3,3,2,2,3,3,5,3,4,4,3,2,1,1,1,1,2,1,2,3,2,2,0,0,0,50,25,50,50,50,50,50,50,50,25,25,50,50,100,50,75,75,50,25,0,0,0,0,25,0,25,50,25,25
diego__diego_739,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,739,diego_739,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Master's degree,Student,None,I prefer not to say,3,4,5,4,3,4,2,3,4,4,4,4,2,3,3,3,2,4,3,2,4,5,4,3,4,3,3,3,4,4,2,4,50,75,100,75,50,75,25,50,75,75,75,75,25,50,50,50,25,75,50,25,75,100,75,50,75,50,50,50,75,75,25,75
diego__diego_740,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,740,diego_740,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,PhD,Paid employee (public sector),2,"50,000 - 100,000 euros per year",1,1,3,4,2,5,1,5,2,1,3,2,1,3,1,4,4,1,1,5,1,2,2,2,4,3,3,2,3,4,2,4,0,0,50,75,25,100,0,100,25,0,50,25,0,50,0,75,75,0,0,100,0,25,25,25,75,50,50,25,50,75,25,75
diego__diego_741,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,741,diego_741,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Master's degree,Not working (other),None,"50,000 - 100,000 euros per year",3,4,3,2,3,4,3,2,2,3,2,4,3,3,2,3,4,2,3,2,4,2,3,3,3,4,2,3,3,2,2,2,50,75,50,25,50,75,50,25,25,50,25,75,50,50,25,50,75,25,50,25,75,25,50,50,50,75,25,50,50,25,25,25
diego__diego_742,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,742,diego_742,40-59,Female,Spain,ES,1_5,FALSE,NA,40-59,Female,Spain,Undergraduate (Bachelor's) degree,Not working (unemployed),None,"20,000 - 49,999 euros per year",2,2,4,3,2,2,2,5,2,2,2,2,2,4,4,4,3,2,2,2,4,2,2,2,2,3,4,1,1,1,1,5,25,25,75,50,25,25,25,100,25,25,25,25,25,75,75,75,50,25,25,25,75,25,25,25,25,50,75,0,0,0,0,100
diego__diego_743,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,743,diego_743,40-59,Female,Greece,GR,1_5,FALSE,NA,40-59,Female,Greece,Secondary or high school diploma,Paid employee (private sector),2,"Less than 20,000 euros per year",2,4,4,2,3,5,5,5,5,5,4,4,4,4,4,4,5,4,2,2,3,4,3,4,1,4,2,1,1,1,1,5,25,75,75,25,50,100,100,100,100,100,75,75,75,75,75,75,100,75,25,25,50,75,50,75,0,75,25,0,0,0,0,100
diego__diego_744,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,744,diego_744,18-25,Female,Spain,ES,1_5,FALSE,NA,18-25,Female,Spain,Undergraduate (Bachelor's) degree,Paid employee (public sector),None,"Less than 20,000 euros per year",2,3,4,2,2,4,4,4,3,4,4,3,2,4,4,4,4,3,2,2,4,2,2,2,2,4,2,2,3,2,2,2,25,50,75,25,25,75,75,75,50,75,75,50,25,75,75,75,75,50,25,25,75,25,25,25,25,75,25,25,50,25,25,25
diego__diego_745,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,745,diego_745,18-25,Male,Spain,ES,1_5,FALSE,NA,18-25,Male,Spain,Master's degree,Not working (unemployed),None,"Less than 20,000 euros per year",4,4,4,4,3,3,4,4,3,3,3,2,4,4,4,4,4,4,4,4,3,2,4,4,3,3,3,4,4,3,3,4,75,75,75,75,50,50,75,75,50,50,50,25,75,75,75,75,75,75,75,75,50,25,75,75,50,50,50,75,75,50,50,75
diego__diego_746,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,746,diego_746,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Master's degree,Paid employee (private sector),None,"Less than 20,000 euros per year",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,50,50,50,75,50,50,50,75,50
diego__diego_747,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,747,diego_747,18-25,Female,Greece,GR,1_5,FALSE,NA,18-25,Female,Greece,Secondary or high school diploma,Paid employee (private sector),None,"20,000 - 49,999 euros per year",4,3,4,4,5,3,4,5,4,5,4,4,5,5,4,4,4,4,4,5,5,4,4,5,4,5,5,5,4,4,4,4,75,50,75,75,100,50,75,100,75,100,75,75,100,100,75,75,75,75,75,100,100,75,75,100,75,100,100,100,75,75,75,75
diego__diego_748,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,748,diego_748,18-25,Female,Spain,ES,1_5,FALSE,NA,18-25,Female,Spain,Vocational training,Student,None,"20,000 - 49,999 euros per year",4,3,4,3,3,5,3,4,4,5,4,3,4,5,4,4,4,3,4,4,3,3,3,3,2,3,2,1,1,3,1,5,75,50,75,50,50,100,50,75,75,100,75,50,75,100,75,75,75,50,75,75,50,50,50,50,25,50,25,0,0,50,0,100
diego__diego_749,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,749,diego_749,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Undergraduate (Bachelor's) degree,Paid employee (public sector),None,"Less than 20,000 euros per year",4,3,4,2,3,4,3,2,4,3,4,3,2,3,3,3,3,2,4,3,4,4,3,4,4,3,4,4,3,4,3,4,75,50,75,25,50,75,50,25,75,50,75,50,25,50,50,50,50,25,75,50,75,75,50,75,75,50,75,75,50,75,50,75
diego__diego_750,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,750,diego_750,18-25,Male,Greece,GR,1_5,FALSE,NA,18-25,Male,Greece,Secondary or high school diploma,Student,None,I prefer not to say,2,3,5,3,2,3,2,4,4,5,4,3,5,4,4,4,4,4,4,4,3,1,1,1,2,3,1,1,1,2,1,4,25,50,100,50,25,50,25,75,75,100,75,50,100,75,75,75,75,75,75,75,50,0,0,0,25,50,0,0,0,25,0,75
diego__diego_751,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,751,diego_751,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Secondary or high school diploma,Student,None,"20,000 - 49,999 euros per year",4,4,4,3,2,3,4,4,4,3,4,4,4,4,4,4,5,4,5,5,5,4,5,4,5,4,3,4,2,3,2,5,75,75,75,50,25,50,75,75,75,50,75,75,75,75,75,75,100,75,100,100,100,75,100,75,100,75,50,75,25,50,25,100
diego__diego_752,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,752,diego_752,40-59,Male,Greece,GR,1_5,FALSE,NA,40-59,Male,Greece,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,"20,000 - 49,999 euros per year",2,3,3,3,1,5,4,5,4,5,4,3,3,4,4,2,5,2,3,3,3,4,3,3,3,4,4,3,2,3,4,3,25,50,50,50,0,100,75,100,75,100,75,50,50,75,75,25,100,25,50,50,50,75,50,50,50,75,75,50,25,50,75,50
diego__diego_753,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,753,diego_753,26-39,Male,Italy,IT,1_5,FALSE,NA,26-39,Male,Italy,Secondary or high school diploma,Paid employee (public sector),1,"Less than 20,000 euros per year",2,3,4,4,3,3,4,5,5,5,5,2,3,5,5,4,5,4,5,5,3,4,2,5,2,5,3,1,1,3,1,5,25,50,75,75,50,50,75,100,100,100,100,25,50,100,100,75,100,75,100,100,50,75,25,100,25,100,50,0,0,50,0,100
diego__diego_754,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,754,diego_754,40-59,Female,Greece,GR,1_5,FALSE,NA,40-59,Female,Greece,Secondary or high school diploma,Paid employee (private sector),2,"Less than 20,000 euros per year",1,2,3,4,2,5,5,5,2,2,4,4,4,4,4,4,5,4,2,2,2,1,2,2,1,4,3,1,1,1,1,5,0,25,50,75,25,100,100,100,25,25,75,75,75,75,75,75,100,75,25,25,25,0,25,25,0,75,50,0,0,0,0,100
diego__diego_755,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,755,diego_755,40-59,Female,Spain,ES,1_5,FALSE,NA,40-59,Female,Spain,Vocational training,Self-employed,1,"Less than 20,000 euros per year",1,1,1,1,1,3,2,3,2,3,3,2,4,4,3,2,4,2,2,3,4,3,3,2,3,4,4,2,2,2,2,2,0,0,0,0,0,50,25,50,25,50,50,25,75,75,50,25,75,25,25,50,75,50,50,25,50,75,75,25,25,25,25,25
diego__diego_756,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,756,diego_756,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Master's degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",4,3,3,2,2,3,3,4,3,4,3,3,4,4,3,3,4,3,3,4,3,2,3,3,3,4,3,2,3,4,3,3,75,50,50,25,25,50,50,75,50,75,50,50,75,75,50,50,75,50,50,75,50,25,50,50,50,75,50,25,50,75,50,50
diego__diego_757,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,757,diego_757,26-39,Male,Italy,IT,1_5,FALSE,NA,26-39,Male,Italy,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,"50,000 - 100,000 euros per year",3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,50,50,75,50,50,50,50,75,50,75,75,75,75,75,75,75,75,75,75,75,75,50,75,75,75,75,50,75,75,75,75,75
diego__diego_758,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,758,diego_758,40-59,Male,Italy,IT,1_5,FALSE,NA,40-59,Male,Italy,Master's degree,Paid employee (private sector),1,"20,000 - 49,999 euros per year",1,1,2,4,1,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,1,4,1,2,5,5,1,1,3,1,4,0,0,25,75,0,100,100,100,100,100,75,75,75,75,75,75,75,75,75,75,100,0,75,0,25,100,100,0,0,50,0,75
diego__diego_759,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,759,diego_759,40-59,Male,Spain,ES,1_5,FALSE,NA,40-59,Male,Spain,Undergraduate (Bachelor's) degree,Paid employee (public sector),3,"20,000 - 49,999 euros per year",2,2,4,2,2,4,3,2,2,4,2,3,3,2,4,4,4,3,4,2,2,2,3,2,4,4,2,4,2,2,4,1,25,25,75,25,25,75,50,25,25,75,25,50,50,25,75,75,75,50,75,25,25,25,50,25,75,75,25,75,25,25,75,0
diego__diego_760,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,760,diego_760,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Secondary or high school diploma,Paid employee (private sector),None,"20,000 - 49,999 euros per year",3,2,2,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,3,3,2,3,3,2,3,3,2,2,2,3,2,4,50,25,25,75,50,50,50,75,75,75,75,75,50,50,50,75,75,75,50,50,25,50,50,25,50,50,25,25,25,50,25,75
diego__diego_761,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,761,diego_761,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Undergraduate (Bachelor's) degree,Student,None,"Less than 20,000 euros per year",4,4,3,3,3,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,3,3,4,4,3,3,4,3,4,3,3,3,75,75,50,50,50,75,75,75,75,50,75,50,75,75,75,75,75,50,75,75,50,50,75,75,50,50,75,50,75,50,50,50
diego__diego_762,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,762,diego_762,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Master's degree,Paid employee (private sector),None,"20,000 - 49,999 euros per year",4,4,4,4,2,2,3,3,4,5,5,4,3,4,4,4,5,4,3,4,4,3,3,4,4,3,3,3,4,3,4,3,75,75,75,75,25,25,50,50,75,100,100,75,50,75,75,75,100,75,50,75,75,50,50,75,75,50,50,50,75,50,75,50
diego__diego_763,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,763,diego_763,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Other,Paid employee (private sector),None,"50,000 - 100,000 euros per year",4,4,2,2,3,2,2,3,2,5,5,3,3,2,4,4,5,4,4,3,3,2,3,3,2,5,4,3,1,4,2,4,75,75,25,25,50,25,25,50,25,100,100,50,50,25,75,75,100,75,75,50,50,25,50,50,25,100,75,50,0,75,25,75
diego__diego_764,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,764,diego_764,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Master's degree,Paid employee (public sector),None,"50,000 - 100,000 euros per year",4,4,2,3,2,2,4,3,3,4,5,4,3,4,3,4,5,3,3,3,4,4,3,2,3,1,2,3,1,3,2,4,75,75,25,50,25,25,75,50,50,75,100,75,50,75,50,75,100,50,50,50,75,75,50,25,50,0,25,50,0,50,25,75
diego__diego_765,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,765,diego_765,18-25,Female,Greece,GR,1_5,FALSE,NA,18-25,Female,Greece,Undergraduate (Bachelor's) degree,Paid employee (private sector),None,"More than 100,000 euros per year",3,2,4,4,2,3,5,5,5,5,4,3,4,5,5,5,4,5,3,3,4,4,2,3,4,4,5,4,3,5,2,5,50,25,75,75,25,50,100,100,100,100,75,50,75,100,100,100,75,100,50,50,75,75,25,50,75,75,100,75,50,100,25,100
diego__diego_766,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,766,diego_766,40-59,Female,Spain,ES,1_5,FALSE,NA,40-59,Female,Spain,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,"20,000 - 49,999 euros per year",3,2,4,4,2,4,4,4,5,5,4,2,5,4,5,5,5,2,5,5,5,1,2,4,4,5,5,4,2,4,2,5,50,25,75,75,25,75,75,75,100,100,75,25,100,75,100,100,100,25,100,100,100,0,25,75,75,100,100,75,25,75,25,100
diego__diego_767,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,767,diego_767,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Master's degree,Self-employed,1,"20,000 - 49,999 euros per year",4,2,3,3,4,4,4,4,4,4,4,3,4,4,4,3,5,3,4,4,3,1,2,2,2,4,5,2,2,2,2,3,75,25,50,50,75,75,75,75,75,75,75,50,75,75,75,50,100,50,75,75,50,0,25,25,25,75,100,25,25,25,25,50
diego__diego_768,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,768,diego_768,18-25,Male,Italy,IT,1_5,FALSE,NA,18-25,Male,Italy,Undergraduate (Bachelor's) degree,Not working (unemployed),None,"20,000 - 49,999 euros per year",2,2,3,4,3,4,4,4,4,3,4,4,4,4,5,4,4,4,3,3,4,3,4,3,4,4,3,1,2,2,3,4,25,25,50,75,50,75,75,75,75,50,75,75,75,75,100,75,75,75,50,50,75,50,75,50,75,75,50,0,25,25,50,75
diego__diego_769,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,769,diego_769,40-59,Male,Spain,ES,1_5,FALSE,NA,40-59,Male,Spain,Undergraduate (Bachelor's) degree,Other,1,"20,000 - 49,999 euros per year",2,2,3,4,2,5,3,4,4,4,4,4,4,4,5,5,5,4,4,3,3,2,3,2,3,2,2,1,2,3,2,5,25,25,50,75,25,100,50,75,75,75,75,75,75,75,100,100,100,75,75,50,50,25,50,25,50,25,25,0,25,50,25,100
diego__diego_770,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,770,diego_770,18-25,Female,Italy,IT,1_5,FALSE,NA,18-25,Female,Italy,Secondary or high school diploma,Paid employee (public sector),None,I prefer not to say,3,4,3,4,2,4,4,5,5,5,4,4,4,5,5,5,5,4,2,2,2,3,4,4,3,4,4,3,2,1,3,5,50,75,50,75,25,75,75,100,100,100,75,75,75,100,100,100,100,75,25,25,25,50,75,75,50,75,75,50,25,0,50,100
diego__diego_771,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,771,diego_771,40-59,Female,Spain,ES,1_5,FALSE,NA,40-59,Female,Spain,Master's degree,Paid employee (private sector),1,"20,000 - 49,999 euros per year",4,2,4,5,2,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,2,4,4,5,4,5,4,4,4,4,4,75,25,75,100,25,100,100,75,100,100,100,100,75,100,100,100,100,75,100,100,75,25,75,75,100,75,100,75,75,75,75,75
diego__diego_772,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,772,diego_772,26-39,Female,Greece,GR,1_5,FALSE,NA,26-39,Female,Greece,Undergraduate (Bachelor's) degree,Paid employee (private sector),1,"20,000 - 49,999 euros per year",3,2,3,2,2,4,3,3,4,4,4,3,4,4,3,3,5,4,3,3,4,2,2,3,3,3,4,2,3,3,3,4,50,25,50,25,25,75,50,50,75,75,75,50,75,75,50,50,100,75,50,50,75,25,25,50,50,50,75,25,50,50,50,75
diego__diego_773,diego,Survey_September2023_cleaned,Survey_September2023_cleaned.xlsx,773,diego_773,40-59,Female,Italy,IT,1_5,FALSE,NA,40-59,Female,Italy,Master's degree,Self-employed,1,"20,000 - 49,999 euros per year",4,3,3,3,4,4,4,4,5,4,4,4,4,4,4,3,5,3,4,4,3,2,2,2,2,4,4,2,2,2,2,3,75,50,50,50,75,75,75,75,100,75,75,75,75,75,75,50,100,50,75,75,50,25,25,25,25,75,75,25,25,25,25,50
