n_participants,model_type,model_label,term,term_label,tipo_termino,n_boot_with_term,n_significant,mean_estimate,sd_estimate,mean_p_value,median_p_value,n_ok_models,significance_rate,conditional_significance_rate,term_presence_rate
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_AUTONOMY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Autonomía,Interacción,5,0,-0.031433433918564874,0.03296547672266907,0.33993157772504234,0.10743151010379076,5,0,0,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_AUTONOMY,Arquetipo: G3 Fearful Careful x Dimensión: Autonomía,Interacción,5,0,-0.02837843062112376,0.03150138792014954,0.3490321512998399,0.19980981057543754,5,0,0,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,z_STIMULATION,Dimensión: Estímulo,Dimensión,5,0,0.00100440789113216,0.029157559996679346,0.47407789795806043,0.337209019079565,5,0,0,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_MEANING,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Significado,Interacción,5,0,-0.020791066488277804,0.027778987494481377,0.5106485493402602,0.42316627223351205,5,0,0,1
300,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_AUTONOMY,Arquetipo: G4 HomoEconomicus x Dimensión: Autonomía,Interacción,5,0,0.004344983723024307,0.03371260761850462,0.597696634520543,0.616333548008256,5,0,0,1
600,M0,M0: solo arquetipo,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,3,3,-1.3172372151589251,0.08514000562059003,8.242261463937975e-31,7.374964287074921e-37,5,0.6,1,0.6
600,M0,M0: solo arquetipo,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,3,3,-2.0705960989768806,0.14502842390891996,2.577287581609026e-17,5.993196621705686e-27,5,0.6,1,0.6
600,M0,M0: solo arquetipo,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,3,3,-1.080075647784262,0.07041044280154261,9.811460599485046e-15,7.825997725289883e-15,5,0.6,1,0.6
600,M0,M0: solo arquetipo,Considering|Done,Considering|Done,Umbral de etapa,3,3,0.5617658143770506,0.03998324440582407,5.137983055490109e-8,4.5073363125346936e-8,5,0.6,1,0.6
600,M0,M0: solo arquetipo,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,3,3,0.5812352481700556,0.07173131249677489,2.1965290059484333e-5,4.066755621454998e-6,5,0.6,1,0.6
600,M0,M0: solo arquetipo,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,3,3,-0.5042247071506998,0.07229486484155118,0.005100902586250939,0.007159291373033245,5,0.6,1,0.6
600,M1,M1: arquetipo + dimensiones,z_AUTONOMY,Dimensión: Autonomía,Dimensión,4,4,0.1997028494309433,0.006549015970848287,1.3759319427927984e-83,1.33183206812602e-87,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,4,4,5.75710018649861,0.412710526776718,7.883232658950362e-54,2.7551404185803004e-59,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,z_SECURITY,Dimensión: Seguridad,Dimensión,4,4,-0.13273898131921338,0.00400965764992279,7.313054963271047e-47,1.3201148022996851e-47,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,4,4,5.580066906918322,0.4906716352781081,4.609868578193546e-36,5.104448387076288e-41,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,4,4,3.9055646886210758,0.20859164400726227,1.4997926561837425e-21,3.248757804080618e-26,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,z_MEANING,Dimensión: Significado,Dimensión,4,4,0.09274164191063723,0.01241951927766707,2.0839275167168105e-20,3.6661220528835624e-27,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,Considering|Done,Considering|Done,Umbral de etapa,4,4,7.866887004183848,1.069262881008374,6.292219986771781e-19,4.0430729552640695e-21,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,4,4,-0.053769701500877745,0.007647779845750971,3.204637007749167e-16,2.8092393789149556e-16,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,4,4,1.783846355161536,0.2774817185360621,1.6543648627733747e-14,2.625180907551857e-19,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,4,4,4.151379989487273,1.1065437163282432,6.933389972780528e-6,8.829981680413238e-7,5,0.8,1,0.8
600,M1,M1: arquetipo + dimensiones,z_COMPETENCE,Dimensión: Competencia,Dimensión,4,3,-0.02583486858816236,0.009673983034408857,0.03130717949377095,2.3789030318649028e-4,5,0.6,0.75,0.8
600,M1,M1: arquetipo + dimensiones,z_STIMULATION,Dimensión: Estímulo,Dimensión,4,3,0.01862536536008789,0.008194612210200866,0.07587389515775535,0.018081449562747473,5,0.6,0.75,0.8
600,M1,M1: arquetipo + dimensiones,z_POPULARITY,Dimensión: Popularidad,Dimensión,4,2,0.011863637024342576,0.007591674864318435,0.22297021986151194,0.1418587877401148,5,0.4,0.5,0.8
600,M1,M1: arquetipo + dimensiones,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,4,1,-0.010985825402861336,0.009840374196585447,0.41485013944718024,0.4247376654386249,5,0.2,0.25,0.8
600,M1,M1: arquetipo + dimensiones,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,4,1,-0.01041164078876692,0.012634809050764447,0.4906519389220556,0.48875864361709864,5,0.2,0.25,0.8
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_AUTONOMY,Dimensión: Autonomía,Dimensión,5,5,0.22284284746472355,0.012968972631535734,4.0434270280907416e-27,1.6217357785367684e-31,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_FINANCIAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad financiera,Interacción,5,5,0.22960621184840935,0.011518005689832769,7.717021093272603e-15,3.0330865012859225e-16,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_PHYSIOLOGICAL,Arquetipo: G3 Fearful Careful x Dimensión: Materialidad,Interacción,5,5,-0.17301885598239905,0.00783398935481651,9.253357822676102e-13,1.0878896068899736e-13,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,Considering|Done,Considering|Done,Umbral de etapa,5,5,14.772300062407135,2.0303248285452282,1.677154216320259e-12,1.5744877958554072e-17,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,5,5,18.143064527827413,2.327273945848835,1.082559413982717e-10,1.2674598291105644e-13,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_PHYSIOLOGICAL,Arquetipo: G5 Uninterested x Dimensión: Materialidad,Interacción,5,5,-0.23480902182381236,0.019628622584625638,2.0101538493040988e-10,1.833694066511922e-15,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_MEANING,Dimensión: Significado,Dimensión,5,5,0.1286486658981965,0.013378915190585374,1.485044735500288e-8,3.569131905304134e-10,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,5,5,-0.10709917404943359,0.01156531833876195,1.0053227056779322e-6,1.2066956863956165e-7,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_SECURITY,Dimensión: Seguridad,Dimensión,5,5,-0.12632007062093142,0.02826669463975449,4.937479035732444e-6,4.443025768767669e-9,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,5,5,9.719631750360636,2.0133156500708984,5.3369382301493316e-6,5.102064892162819e-9,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,5,5,10.725953098587974,2.715879950115426,2.4205654246815245e-5,2.0927904664388216e-5,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_COMPETENCE,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Competencia,Interacción,5,5,-0.13516558646004734,0.027298071818029398,2.4408801614164e-5,8.468347638869212e-6,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,5,5,14.80102589806805,2.812433487200995,3.3441427384296275e-5,2.6989954043804056e-6,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_PHYSIOLOGICAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Materialidad,Interacción,5,5,-0.09233096314065284,0.02036319901770708,4.173110222221823e-4,1.6066062313169854e-5,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,5,5,0.06697937913456489,0.013917104949880545,0.0018494744216284347,2.476576390185322e-5,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_MEANING,Arquetipo: G3 Fearful Careful x Dimensión: Significado,Interacción,5,5,-0.09970017665369559,0.014239267232185045,0.002243693903546156,5.677951850609304e-4,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_FINANCIAL,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad financiera,Interacción,5,5,0.0985189434622893,0.0166849867020681,0.0022611353125875635,0.001260888983454175,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_COMPETENCE,Arquetipo: G4 HomoEconomicus x Dimensión: Competencia,Interacción,5,5,-0.12808691519856794,0.02335141668027187,0.00627313279968028,0.004440175071734194,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_STIMULATION,Arquetipo: G4 HomoEconomicus x Dimensión: Estímulo,Interacción,5,5,0.1404592158005412,0.03586316434009461,0.0064372535195087385,1.7929337177055676e-5,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_MEANING,Arquetipo: G4 HomoEconomicus x Dimensión: Significado,Interacción,5,5,-0.12246052085723345,0.04119003418205952,0.007251894603434723,0.00877859767247248,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_STIMULATION,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Estímulo,Interacción,5,5,-0.06835098464088957,0.014213372972234087,0.015090012502421642,0.003642492845462981,5,1,1,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_STIMULATION,Arquetipo: G3 Fearful Careful x Dimensión: Estímulo,Interacción,5,4,0.07493582752906328,0.020523987042322906,0.018740394717618066,0.007429819345604368,5,0.8,0.8,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_SECURITY,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad,Interacción,5,4,0.10615020826300509,0.041419820642625525,0.03880385680185598,4.613259702556067e-4,5,0.8,0.8,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,5,4,11.791866899184088,3.9140374970143266,0.04246052466044433,0.003162128141393647,5,0.8,0.8,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_RELATEDNESS,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Vinculación,Interacción,5,4,-0.08132092524838662,0.028526095637977568,0.05340892250629708,0.007926688793055525,5,0.8,0.8,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_PHYSIOLOGICAL,Arquetipo: G4 HomoEconomicus x Dimensión: Materialidad,Interacción,5,4,-0.06495638208958349,0.024246468903775863,0.09160246904598883,0.01809104752140139,5,0.8,0.8,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_STIMULATION,Arquetipo: G5 Uninterested x Dimensión: Estímulo,Interacción,5,3,0.10870012523636537,0.036089650153021104,0.04583392049854912,0.036928493246105816,5,0.6,0.6,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_SECURITY,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad,Interacción,5,3,-0.06692375048122384,0.03380689983189155,0.1204699445054617,0.006002615676590421,5,0.6,0.6,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_POPULARITY,Dimensión: Popularidad,Dimensión,5,3,0.03409111902841736,0.03196595283954822,0.32974359303769535,0.017042947244987595,5,0.6,0.6,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_FINANCIAL,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad financiera,Interacción,5,2,-0.07487898179653792,0.014141030429338874,0.05173030043298519,0.051319501806539165,5,0.4,0.4,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_FINANCIAL,Arquetipo: G5 Uninterested x Dimensión: Seguridad financiera,Interacción,5,2,0.10292767994125882,0.047285244403738644,0.11070377357972776,0.12823219352858128,5,0.4,0.4,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_POPULARITY,Arquetipo: G3 Fearful Careful x Dimensión: Popularidad,Interacción,5,2,-0.045162753940922964,0.028980452736645637,0.15555446042265578,0.11446133863536878,5,0.4,0.4,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_MEANING,Arquetipo: G5 Uninterested x Dimensión: Significado,Interacción,5,2,-0.09652804328049931,0.0695539368226888,0.22219262111577484,0.23834377836215198,5,0.4,0.4,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_AUTONOMY,Arquetipo: G5 Uninterested x Dimensión: Autonomía,Interacción,5,2,-0.07267126156283676,0.05623604323366367,0.30392074200301444,0.08114244747642528,5,0.4,0.4,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_MEANING,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Significado,Interacción,5,1,0.03895413856247493,0.011676932376945457,0.15772020386806232,0.11327853029897716,5,0.2,0.2,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_POPULARITY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Popularidad,Interacción,5,1,-0.04094428189487952,0.03055267926926288,0.20954650572398195,0.11212472837575677,5,0.2,0.2,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_POPULARITY,Arquetipo: G5 Uninterested x Dimensión: Popularidad,Interacción,5,1,0.02039101878763245,0.07428668038742552,0.2318609015438904,0.14625430311419346,5,0.2,0.2,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_POPULARITY,Arquetipo: G4 HomoEconomicus x Dimensión: Popularidad,Interacción,5,0,-0.007206598200917463,0.03871225439293043,0.3116487733439063,0.2880482726266794,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_SECURITY,Arquetipo: G5 Uninterested x Dimensión: Seguridad,Interacción,5,0,0.010973273740824949,0.08171391147314397,0.3231849490766003,0.3377359891622692,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_SECURITY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad,Interacción,5,0,0.0022571406981880607,0.03279405256186743,0.36372918022998746,0.3282019038794879,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_COMPETENCE,Arquetipo: G3 Fearful Careful x Dimensión: Competencia,Interacción,5,0,-0.01907172310339991,0.024719971635994528,0.41139194596162115,0.3898437769572689,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,5,0,-6.321541180748514e-5,0.03085497749245004,0.4288802764201165,0.43126278814661784,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_RELATEDNESS,Arquetipo: G3 Fearful Careful x Dimensión: Vinculación,Interacción,5,0,0.013917582013954377,0.03511232900102116,0.43952020414558945,0.47137289961769857,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_AUTONOMY,Arquetipo: G4 HomoEconomicus x Dimensión: Autonomía,Interacción,5,0,-0.0035117233429841103,0.030436339701046897,0.4731485340432085,0.36977009582845843,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G2_EarlyAdopter_Influencer:z_AUTONOMY,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Autonomía,Interacción,5,0,0.008716526298182573,0.017371874818558144,0.49894201808816535,0.5282721675026716,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_RELATEDNESS,Arquetipo: G5 Uninterested x Dimensión: Vinculación,Interacción,5,0,0.04375375381045131,0.023900219074335687,0.5025753748070797,0.5813568291080395,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G5_Uninterested:z_COMPETENCE,Arquetipo: G5 Uninterested x Dimensión: Competencia,Interacción,5,0,-0.04043094133624817,0.04792831747857903,0.5040860829859495,0.46345884303297835,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G3_Fearful_Careful:z_AUTONOMY,Arquetipo: G3 Fearful Careful x Dimensión: Autonomía,Interacción,5,0,-0.017533381715073224,0.01883950331919042,0.5061815614434837,0.585055708099573,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,macro_archetype_5G4_HomoEconomicus:z_RELATEDNESS,Arquetipo: G4 HomoEconomicus x Dimensión: Vinculación,Interacción,5,0,-0.002781109635549341,0.03768467594789524,0.5345504272060685,0.48570646020258335,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_STIMULATION,Dimensión: Estímulo,Dimensión,5,0,-0.008310454395525567,0.012020714375404834,0.5420375627388004,0.4305025011669751,5,0,0,1
600,M2_FULL,M2 completo: interacción arquetipo x todas las dimensiones,z_COMPETENCE,Dimensión: Competencia,Dimensión,5,0,0.0033590992035560296,0.008188181284459663,0.678444120238173,0.6045065682922923,5,0,0,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_SECURITY,Dimensión: Seguridad,Dimensión,5,5,-0.1335847121352591,0.004946832858558091,6.816264933365147e-35,5.3457196960330755e-36,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_AUTONOMY,Dimensión: Autonomía,Dimensión,5,5,0.21568888797008037,0.012932706779433012,1.3752196080546808e-27,1.1400151313918597e-31,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_PHYSIOLOGICAL,Arquetipo: G3 Fearful Careful x Dimensión: Materialidad,Interacción,5,5,-0.19516168216685387,0.007831026068774819,1.935247467216134e-17,1.787130838574822e-18,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_PHYSIOLOGICAL,Arquetipo: G5 Uninterested x Dimensión: Materialidad,Interacción,5,5,-0.23383759676489527,0.01733069711961487,4.215326416187948e-16,4.188926708929837e-20,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,Considering|Done,Considering|Done,Umbral de etapa,5,5,11.944482589444549,1.568712301133234,2.9659288361008154e-13,5.681349816743429e-18,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful,Arquetipo: G3 Fearful Careful,Arquetipo,5,5,14.325351202199515,1.625130403505812,1.3003213138954905e-12,2.645418385286537e-13,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_FINANCIAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Seguridad financiera,Interacción,5,5,0.17723032358421498,0.008971510810684709,1.2127985963323219e-11,6.25571025348335e-12,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_MEANING,Dimensión: Significado,Dimensión,5,5,0.14287651023586057,0.016554355858626274,3.075668332599498e-11,4.8614110334258546e-14,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus,Arquetipo: G4 HomoEconomicus,Arquetipo,5,5,14.824480549851,1.9355527169658768,8.91532617399558e-8,3.822138253280183e-9,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_PHYSIOLOGICAL,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Materialidad,Interacción,5,5,-0.11630060681165105,0.013834760972977436,7.463275485629986e-7,2.1270546999101844e-8,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_MEANING,Arquetipo: G3 Fearful Careful x Dimensión: Significado,Interacción,5,5,-0.125387681628674,0.010713133778577256,2.1238488728231745e-5,4.679718455639087e-6,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,Knowledge|Considering,Knowledge|Considering,Umbral de etapa,5,5,7.22907285965025,1.6267307996997724,2.437372050213533e-5,1.933412940513312e-8,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer:z_STIMULATION,Arquetipo: G2 EarlyAdopter Influencer x Dimensión: Estímulo,Interacción,5,5,-0.09234618928351421,0.0074628854163444145,1.603502265843803e-4,1.1513931074972815e-4,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_PHYSIOLOGICAL,Dimensión: Materialidad,Dimensión,5,5,0.07559098916881808,0.01307847684892979,1.8370177627226306e-4,1.5464356247595888e-6,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_FINANCIAL,Dimensión: Seguridad financiera,Dimensión,5,5,-0.07443345375127557,0.013904933565573797,3.951744094041244e-4,3.0185866852900784e-5,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_STIMULATION,Arquetipo: G3 Fearful Careful x Dimensión: Estímulo,Interacción,5,5,0.0911477115738916,0.011612126827138344,5.844117318637478e-4,3.928034465250293e-4,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested,Arquetipo: G5 Uninterested,Arquetipo,5,5,12.702874134978662,2.4791524242152203,8.050176672741813e-4,2.456538270891892e-5,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_MEANING,Arquetipo: G4 HomoEconomicus x Dimensión: Significado,Interacción,5,5,-0.13259871492219547,0.03614368941735462,0.002638809219667058,6.710627226009354e-4,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_COMPETENCE,Dimensión: Competencia,Dimensión,5,5,-0.03453118344285381,0.009004008012689859,0.0036042043116725022,3.2209374905381173e-4,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_STIMULATION,Arquetipo: G4 HomoEconomicus x Dimensión: Estímulo,Interacción,5,5,0.14369340475053435,0.03995675882233663,0.0036073210327870384,1.0796228238037432e-5,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_STIMULATION,Arquetipo: G5 Uninterested x Dimensión: Estímulo,Interacción,5,5,0.11605088234916902,0.02108875668155822,0.011327355630904408,0.012463996195970488,5,1,1,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_FINANCIAL,Arquetipo: G4 HomoEconomicus x Dimensión: Seguridad financiera,Interacción,5,4,-0.09074305489461716,0.016640805798503522,0.016203434149571025,0.0037475400628818006,5,0.8,0.8,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G3_Fearful_Careful:z_FINANCIAL,Arquetipo: G3 Fearful Careful x Dimensión: Seguridad financiera,Interacción,5,4,0.06837432413318544,0.021017732221280037,0.03874509527856297,0.0037088633022320096,5,0.8,0.8,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G4_HomoEconomicus:z_PHYSIOLOGICAL,Arquetipo: G4 HomoEconomicus x Dimensión: Materialidad,Interacción,5,4,-0.06955041997459009,0.024284539791269162,0.06788629237186064,0.011578068100677954,5,0.8,0.8,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G2_EarlyAdopter_Influencer,Arquetipo: G2 EarlyAdopter Influencer,Arquetipo,5,3,3.902679820179128,1.5433765483891204,0.06480760467002772,0.035072583300672956,5,0.6,0.6,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,z_RELATEDNESS,Dimensión: Vinculación,Dimensión,5,3,-0.021304934800086075,0.015810120597877612,0.25863684560574773,0.025397634286277233,5,0.6,0.6,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_AUTONOMY,Arquetipo: G5 Uninterested x Dimensión: Autonomía,Interacción,5,2,-0.057355137945250996,0.047699761109162055,0.3501552432400246,0.10730699091826841,5,0.4,0.4,1
600,M2_REDUCED,M2 reducido: interacciones teóricas,macro_archetype_5G5_Uninterested:z_FINANCIAL,Arquetipo: G5 Uninterested x Dimensión: Seguridad financiera,Interacción,5,1,0.08282810963404626,0.030827648001969448,0.13999513005654976,0.13453344503764186,5,0.2,0.2,1
