integrated_row_id,subsample,comparison_region,subsample_row_id,global_participant_key,participant_key,dataset_source,n_source_rows,n_distinct_surveys,source_survey,source_file,prolific_id,identification_code,reference_year_model,year_birth_raw_clean,age_raw_clean,gender_raw_clean,country_raw_clean,country_code_raw_clean,country_birth_raw_clean,nationality_raw_clean,ethnicity_raw_clean,language_raw_clean,student_status_raw_clean,city_size_raw_clean,climate_zone_raw_clean,household_type_raw_clean,tenure_raw_clean,education_raw_clean,employment_raw_clean,num_children_raw_clean,health_raw_clean,income_raw_clean,travel_distance_raw_clean,travel_time_raw_clean,work_from_home_raw_clean,travel_role_raw_clean,vote_raw_clean,political_left_right_raw_clean,self_classification_raw_clean,energy_efficiency_goal_raw_clean,climate_awareness_raw_clean,energy_transition_awareness_raw_clean,renovation_role_raw_clean,household_decision_raw_clean,year_birth_model,age_model,age_model_is_approximate,age_group_model,gender_model,education_model,education_tfm_model,employment_model,student_status_model,city_size_model,tenure_model,tenure_tfm_model,health_condition_model,work_from_home_model,income_model,num_children_model,country_model,country_model_grouped,country_region_model,country_birth_model,nationality_model,ethnicity_model,language_model,climate_zone_model,household_type_model,travel_role_model,renovation_role_model,household_decision_model,vote_status_declared,voted_observed,political_left_right_model,political_block_model,self_classification_model,energy_efficiency_goal_0_100,climate_awareness_0_100,energy_transition_awareness_0_100,travel_distance_model,travel_time_model,year_birth_conflict,age_conflict,gender_conflict,education_conflict,employment_conflict,student_status_conflict,country_conflict,country_birth_conflict,nationality_conflict,ethnicity_conflict,income_conflict,vote_conflict
1014,RENOVISOR,EUROPE,1014,rv__rv_noid_decision_746,rv_noid_decision_746,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1982,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,3: Subtropical Climates - Continental.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Self-employed.,NA,Νone of the above.,NA,5,25,"No, almost never.",Licensed Passenger.,"I usually do not vote, vote blank or cast a null vote.",15,I am more likely to invest if it improves my safety or that of my household.,100,95,85,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",One person (usually me) does the research and then discusses it with the others.,1982,44,TRUE,40_59,male,high,university,self_employed,unknown,rural_small,rent,Non-homeowner,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,3 subtropical climates continental,uni personal household household composed of one individual,licensed passenger,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,one person usually me does the research and then discusses it with the others,abstainer,0,15,extreme_left,fearful,100,95,85,5,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1015,RENOVISOR,EUROPE,1015,rv__rv_noid_decision_747,rv_noid_decision_747,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1953 | 12345,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,3: Subtropical Climates - Continental.,Uni-personal household: Household composed of one individual.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Retired.,NA,Νone of the above.,NA,10120,140,"No, almost never.",Solo Driver.,I usually vote for national parties.,12,I am more likely to invest if it improves my safety or that of my household.,86,100,72,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",I live alone.,NA,NA,FALSE,unknown,male,high,university,retired,unknown,rural_small,rent,Non-homeowner,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,3 subtropical climates continental,uni personal household household composed of one individual,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,i live alone,voter,1,12,extreme_left,fearful,86,100,72,10120,140,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1016,RENOVISOR,EUROPE,1016,rv__rv_noid_decision_748,rv_noid_decision_748,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1969 | CUT53,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,1: Subtropical Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,NA,NA,20,30,"No, almost never.",Solo Driver.,I usually switch my vote depending on the candidate/program or the type of election.,40,I am more likely to invest if it helps reduce my environmental impact.,75,85,60,Νone of the above.,One person (usually me) does the research and then discusses it with the others.,NA,NA,FALSE,unknown,male,high,university,employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,1 subtropical climates maritime,traditional family household composed of the parents and and one or two children,solo driver,NA,one person usually me does the research and then discusses it with the others,uncertain,NA,40,centre,activist,75,85,60,20,30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1017,RENOVISOR,EUROPE,1017,rv__rv_noid_decision_749,rv_noid_decision_749,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1964,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,4: Temperate Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Retired.,NA,Νone of the above.,NA,30,2,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,35,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",30,1,70,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually me) does the research and then discusses it with the others.,1964,62,TRUE,60_plus,male,high,university,retired,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,traditional family household composed of the parents and and one or two children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually me does the research and then discusses it with the others,voter,1,35,left,influencer,30,1,70,30,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1018,RENOVISOR,EUROPE,1018,rv__rv_noid_decision_750,rv_noid_decision_750,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1972 | JKF72,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,1: Subtropical Climates - Maritime.,Single parenthood: Household composed of a parent and its children.,We rent the home (private or social/subsidised rental).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,5,60,"Yes, sometimes on a regular schedule.",Solo Driver.,I usually vote for other options.,16,I am more likely to invest if it improves my safety or that of my household.,72,100,60,I would like to start a renovation process but it’s almost impossible to mobilise my neighborhood.,I usually take the lead in decision-making.,NA,NA,FALSE,unknown,male,high,university,employed,unknown,rural_small,rent,Non-homeowner,unknown,yes,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,1 subtropical climates maritime,single parenthood household composed of a parent and its children,solo driver,i would like to start a renovation process but it s almost impossible to mobilise my neighborhood,i usually take the lead in decision making,voter,1,16,extreme_left,fearful,72,100,60,5,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1019,RENOVISOR,EUROPE,1019,rv__rv_noid_decision_751,rv_noid_decision_751,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually not me) does the research and then discusses it with the others.,NA,NA,FALSE,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,unknown,unknown,unknown,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually not me does the research and then discusses it with the others,unknown,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1020,RENOVISOR,EUROPE,1020,rv__rv_noid_decision_752,rv_noid_decision_752,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1985,NA,Female.,ES – Spain,ES,NA,NA,NA,NA,NA,Village: Less than 1 000 inhabitants.,7: Temperate Climates - Continental.,Dual Income No Kids: Household composed of two adults without children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,80,200,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,30,I am more likely to invest if it helps reduce my environmental impact.,80,90,40,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",I usually take the lead in decision-making.,1985,41,TRUE,40_59,female,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,7 temperate climates continental,dual income no kids household composed of two adults without children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,i usually take the lead in decision making,voter,1,30,left,activist,80,90,40,80,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1021,RENOVISOR,EUROPE,1021,rv__rv_noid_decision_753,rv_noid_decision_753,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1977,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,6: Temperate Climates - Intermediate.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,40,45,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,20,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",50,80,70,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,1977,49,TRUE,40_59,male,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,6 temperate climates intermediate,traditional family household composed of the parents and and one or two children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,voter,1,20,left,influencer,50,80,70,40,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1022,RENOVISOR,EUROPE,1022,rv__rv_noid_decision_754,rv_noid_decision_754,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1965,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,4: Temperate Climates - Maritime.,Single parenthood: Household composed of a parent and its children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,40,75,"No, almost never.",Solo Driver.,"I usually do not vote, vote blank or cast a null vote.",0,Νone of the above.,24,100,77,I would like to start a renovation process but it’s almost impossible to mobilise my neighborhood.,Different household members have veto power or primary decision-making authority over specific aspects.,1965,61,TRUE,60_plus,male,high,university,employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,single parenthood household composed of a parent and its children,solo driver,i would like to start a renovation process but it s almost impossible to mobilise my neighborhood,different household members have veto power or primary decision making authority over specific aspects,abstainer,0,0,extreme_left,unknown,24,100,77,40,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1023,RENOVISOR,EUROPE,1023,rv__rv_noid_decision_755,rv_noid_decision_755,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1961,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,1: Subtropical Climates - Maritime.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Retired.,NA,Νone of the above.,NA,10,30,"No, almost never.",Solo Driver.,I usually vote for national parties.,20,I am more likely to invest if it improves my safety or that of my household.,85,100,81,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",Different household members have veto power or primary decision-making authority over specific aspects.,1961,65,TRUE,60_plus,male,high,university,retired,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,1 subtropical climates maritime,ageing family household composed of two older adults,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,different household members have veto power or primary decision making authority over specific aspects,voter,1,20,left,fearful,85,100,81,10,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1024,RENOVISOR,EUROPE,1024,rv__rv_noid_decision_756,rv_noid_decision_756,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1979,NA,Female.,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,5: Temperate Climates - Transitional.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,80,60,"Yes, sometimes on an irregular schedule.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,14,I am more likely to invest if it helps reduce my environmental impact.,75,100,60,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually not me) does the research and then discusses it with the others.,1979,47,TRUE,40_59,female,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,5 temperate climates transitional,traditional family household composed of the parents and and one or two children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually not me does the research and then discusses it with the others,voter,1,14,extreme_left,activist,75,100,60,80,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1025,RENOVISOR,EUROPE,1025,rv__rv_noid_decision_757,rv_noid_decision_757,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1965,NA,Male.,NA,NA,NA,NA,NA,NA,NA,Village: Less than 1 000 inhabitants.,5: Temperate Climates - Transitional.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,6,60,"Yes, sometimes on an irregular schedule.",Solo Driver.,NA,12,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",91,93,87,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,1965,61,TRUE,60_plus,male,high,university,employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,yes,unknown,NA,NA,UNKNOWN,unknown,NA,unknown,unknown,unknown,5 temperate climates transitional,traditional family household composed of the parents and and one or two children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,unknown,NA,12,extreme_left,activist,91,93,87,6,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1026,RENOVISOR,EUROPE,1026,rv__rv_noid_decision_758,rv_noid_decision_758,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1973,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,1: Subtropical Climates - Maritime.,Dual Income No Kids: Household composed of two adults without children.,We rent the home (private or social/subsidised rental).,"Vocational training (e.g. technical training, professional certificates).",Part-time employed.,NA,Νone of the above.,NA,60,70,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,5,I am more likely to invest if it improves my safety or that of my household.,85,100,90,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually me) does the research and then discusses it with the others.,1973,53,TRUE,40_59,male,medium,non_university,employed,unknown,rural_small,rent,Non-homeowner,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,1 subtropical climates maritime,dual income no kids household composed of two adults without children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually me does the research and then discusses it with the others,voter,1,5,extreme_left,fearful,85,100,90,60,70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1027,RENOVISOR,EUROPE,1027,rv__rv_noid_decision_759,rv_noid_decision_759,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1981,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,8: Cold Climates - Maritime.,Uni-personal household: Household composed of one individual.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,2,30,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,25,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",100,100,75,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,1981,45,TRUE,40_59,male,high,university,employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,8 cold climates maritime,uni personal household household composed of one individual,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,voter,1,25,left,influencer,100,100,75,2,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1028,RENOVISOR,EUROPE,1028,rv__rv_noid_decision_760,rv_noid_decision_760,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1960,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small city: 50 000 to 250 000 inhabitants.,2: Subtropical Climates - Intermediate.,Ageing family: Household composed of two older adults.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Retired.,NA,Νone of the above.,NA,8,120,"No, almost never.",NA,I usually switch my vote depending on the candidate/program or the type of election.,19,I am more likely to invest if it improves my safety or that of my household.,75,100,77,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",All household members participate throughout the entire process.,1960,66,TRUE,60_plus,male,high,university,retired,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,2 subtropical climates intermediate,ageing family household composed of two older adults,unknown,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,all household members participate throughout the entire process,uncertain,NA,19,extreme_left,fearful,75,100,77,8,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1029,RENOVISOR,EUROPE,1029,rv__rv_noid_decision_761,rv_noid_decision_761,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1986,NA,Female.,ES – Spain,ES,NA,NA,NA,NA,NA,Town: 10 000 to 50 000 inhabitants.,8: Cold Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,20,30,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,0,I am more likely to invest if it improves my safety or that of my household.,80,100,65,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually not me) does the research and then discusses it with the others.,1986,40,TRUE,40_59,female,high,university,employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,8 cold climates maritime,traditional family household composed of the parents and and one or two children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually not me does the research and then discusses it with the others,voter,1,0,extreme_left,fearful,80,100,65,20,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1030,RENOVISOR,EUROPE,1030,rv__rv_noid_decision_762,rv_noid_decision_762,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1967,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Medium city: 250 000 to 500 000 inhabitants.,4: Temperate Climates - Maritime.,Single parenthood: Household composed of a parent and its children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,4,60,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,40,I am more likely to invest if it helps reduce my environmental impact.,72,85,69,"I want a healthier, more comfortable home with lower bills, but since I rent, I need help knowing what I can actually do and how to get my landlord on board.",Different household members have veto power or primary decision-making authority over specific aspects.,1967,59,TRUE,40_59,male,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,single parenthood household composed of a parent and its children,solo driver,i want a healthier more comfortable home with lower bills but since i rent i need help knowing what i can actually do and how to get my landlord on board,different household members have veto power or primary decision making authority over specific aspects,voter,1,40,centre,activist,72,85,69,4,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1031,RENOVISOR,EUROPE,1031,rv__rv_noid_decision_763,rv_noid_decision_763,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1979 | sgm79,NA,NA,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,1: Subtropical Climates - Maritime.,Traditional family: Household composed of the parents and and one or two children.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Part-time employed.,NA,NA,NA,25,30,"Yes, sometimes on an irregular schedule.",Provider / Care Driver.,I usually vote for other options.,7,"I am more likely to invest if it improves my social status or aligns with the norms of my colleagues, friends, or family.",89,100,60,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",One person (usually me) does the research and then discusses it with the others.,NA,NA,FALSE,unknown,unknown,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,yes,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,1 subtropical climates maritime,traditional family household composed of the parents and and one or two children,provider care driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,one person usually me does the research and then discusses it with the others,voter,1,7,extreme_left,influencer,89,100,60,25,30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1032,RENOVISOR,EUROPE,1032,rv__rv_noid_decision_764,rv_noid_decision_764,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1968,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,4: Temperate Climates - Maritime.,Single parenthood: Household composed of a parent and its children.,One or more members of the household own the home outright (no mortgage).,"University degree or above (e.g. bachelor’s, master’s, PhD).",Self-employed.,NA,Νone of the above.,NA,20,45,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,30,I am more likely to invest if it improves my safety or that of my household.,92,100,81,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",I usually take the lead in decision-making.,1968,58,TRUE,40_59,male,high,university,self_employed,unknown,rural_small,owner_without_mortgage,Homeowner without mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,single parenthood household composed of a parent and its children,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,i usually take the lead in decision making,voter,1,30,left,fearful,92,100,81,20,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1033,RENOVISOR,EUROPE,1033,rv__rv_noid_decision_765,rv_noid_decision_765,rv,1,1,decision,Content_Export_RV-Decision_956.xlsx,NA,NA,2026,1984 | Abcko,NA,Male.,ES – Spain,ES,NA,NA,NA,NA,NA,Small town: 1 000 to 10 000 inhabitants.,4: Temperate Climates - Maritime.,Uni-personal household: Household composed of one individual.,One or more members of the household own the home with an outstanding mortgage.,"University degree or above (e.g. bachelor’s, master’s, PhD).",Full time employed.,NA,Νone of the above.,NA,46,60,"No, almost never.",Solo Driver.,I usually vote for pro-independence or regionalist parties.,20,"I would invest out of ethical or social commitment to environmental protection, regardless of direct personal benefits.",85,100,76,"I want to minimise my energy consumption as much as possible to reduce my environmental impact, even if it does not lead to immediate financial savings.",I live alone.,NA,NA,FALSE,unknown,male,high,university,employed,unknown,rural_small,owner_with_mortgage,Homeowner with mortgage,unknown,no,unknown,NA,ES,ES,southern_europe,NA,unknown,unknown,unknown,4 temperate climates maritime,uni personal household household composed of one individual,solo driver,i want to minimise my energy consumption as much as possible to reduce my environmental impact even if it does not lead to immediate financial savings,i live alone,voter,1,20,left,activist,85,100,76,46,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
