stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,n_determinants_linked,n_determinants_filled,n_determinants_missing
1279,221,La conoce / la consideraría,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,3,2
1280,221,La conoce / la consideraría,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,4,4,0
1281,221,La conoce / la consideraría,Cambio de tarifa eléctrica,MEANING,Significado,2,2,0
1282,222,La conoce / la consideraría,Bomba de calor,COMPETENCE,Competencia,5,4,1
1283,222,La conoce / la consideraría,Bomba de calor,AUTONOMY,Autonomía,4,4,0
1284,222,La conoce / la consideraría,Bomba de calor,STIMULATION,Estímulo,3,1,2
1285,223,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
1286,223,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1287,224,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,5,5,0
1288,224,La conoce / la consideraría,Bomba de calor,COMPETENCE,Competencia,5,4,1
1289,224,La conoce / la consideraría,Bomba de calor,MEANING,Significado,2,2,0
1290,226,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,5,5,0
1291,226,La conoce / la consideraría,Bomba de calor,PHYSIOLOGICAL,Materialidad,2,2,0
1292,226,La conoce / la consideraría,Bomba de calor,MEANING,Significado,2,2,0
1293,227,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1294,227,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1295,227,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1296,229,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,4,1
1297,229,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,4,0
1298,229,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,3,1
1299,231,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1300,231,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,3,1
1301,231,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1302,232,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,4,0
1303,232,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
1304,232,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1305,233,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,2,3
1306,233,La conoce / la consideraría,Vehículo eléctrico,SECURITY,Seguridad,4,2,2
1307,233,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1308,235,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,4,0
1309,236,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1310,237,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,4,1
1311,237,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1312,237,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1313,238,La conoce / la consideraría,Comunidad energética,COMPETENCE,Competencia,5,0,5
1314,238,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,5,0,5
1315,238,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,0,2
1316,239,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,2,3
1317,239,La conoce / la consideraría,Comunidad energética,AUTONOMY,Autonomía,4,4,0
1318,239,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,1,1
1319,241,La conoce / la consideraría,Ventilación con recuperador,FINANCIAL,Seguridad financiera,5,4,1
1320,241,La conoce / la consideraría,Ventilación con recuperador,SECURITY,Seguridad,4,4,0
1321,241,La conoce / la consideraría,Ventilación con recuperador,COMPETENCE,Competencia,5,4,1
1322,242,La conoce / la consideraría,Ventilación con recuperador,FINANCIAL,Seguridad financiera,5,4,1
1323,242,La conoce / la consideraría,Ventilación con recuperador,AUTONOMY,Autonomía,4,4,0
1324,242,La conoce / la consideraría,Ventilación con recuperador,STIMULATION,Estímulo,3,3,0
1325,243,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,4,0
1326,245,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,2,3
1327,245,La conoce / la consideraría,Comunidad energética,SECURITY,Seguridad,4,4,0
1328,245,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,1,1
1329,246,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,5,4,1
1330,246,La conoce / la consideraría,Bomba de calor,AUTONOMY,Autonomía,4,4,0
1331,246,La conoce / la consideraría,Bomba de calor,MEANING,Significado,2,2,0
1332,247,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,2,2
1333,247,La conoce / la consideraría,Almacenamiento energético,STIMULATION,Estímulo,3,2,1
1334,247,La conoce / la consideraría,Almacenamiento energético,MEANING,Significado,2,2,0
1335,248,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1336,248,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1337,248,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1338,249,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,5,0
1339,249,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,5,5,0
1340,249,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1341,250,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,3,2
1342,250,La conoce / la consideraría,Vehículo eléctrico,RELATEDNESS,Vinculación,5,3,2
1343,250,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,1,1
1344,251,La conoce / la consideraría,Sistemas inteligentes del hogar,COMPETENCE,Competencia,5,4,1
1345,251,La conoce / la consideraría,Sistemas inteligentes del hogar,AUTONOMY,Autonomía,4,4,0
1346,251,La conoce / la consideraría,Sistemas inteligentes del hogar,MEANING,Significado,2,2,0
1347,256,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,2,3
1348,258,La conoce / la consideraría,Ventilación con recuperador,PHYSIOLOGICAL,Materialidad,2,2,0
1349,259,La conoce / la consideraría,Vehículo eléctrico,COMPETENCE,Competencia,5,5,0
1350,259,La conoce / la consideraría,Vehículo eléctrico,STIMULATION,Estímulo,3,3,0
1351,259,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1352,PROLIFIC_qwertyuiop,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,2,2
1353,262,La conoce / la consideraría,Sistema de refrigeración,COMPETENCE,Competencia,5,5,0
1354,263,La conoce / la consideraría,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,5,0
1355,263,La conoce / la consideraría,Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,2,2,0
1356,263,La conoce / la consideraría,Electrodomésticos eficientes,MEANING,Significado,2,0,2
1357,264,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
1358,264,La conoce / la consideraría,Vehículo eléctrico,STIMULATION,Estímulo,3,3,0
1359,264,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1360,265,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1361,265,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,0,2
1362,266,La conoce / la consideraría,Ascensor,FINANCIAL,Seguridad financiera,5,5,0
1363,266,La conoce / la consideraría,Ascensor,COMPETENCE,Competencia,5,5,0
1364,266,La conoce / la consideraría,Ascensor,PHYSIOLOGICAL,Materialidad,2,2,0
1365,267,La conoce / la consideraría,Ventilación con recuperador,FINANCIAL,Seguridad financiera,5,1,4
1366,267,La conoce / la consideraría,Ventilación con recuperador,COMPETENCE,Competencia,5,5,0
1367,268,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
1368,268,La conoce / la consideraría,Vehículo eléctrico,PHYSIOLOGICAL,Materialidad,2,2,0
1369,268,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1370,270,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1371,270,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,1,1
1372,270,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1373,271,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1374,271,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1375,271,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,2,1
1376,272,La conoce / la consideraría,Ascensor,STIMULATION,Estímulo,3,3,0
1377,PROLIFIC_f022823c-dfa6-4cd6-bd42-,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,3,2
1378,PROLIFIC_f022823c-dfa6-4cd6-bd42-,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,4,0
1379,PROLIFIC_f022823c-dfa6-4cd6-bd42-,La conoce / la consideraría,Almacenamiento energético,STIMULATION,Estímulo,3,2,1
1380,274,La conoce / la consideraría,Comunidad energética,SECURITY,Seguridad,4,3,1
1381,274,La conoce / la consideraría,Comunidad energética,COMPETENCE,Competencia,5,5,0
1382,274,La conoce / la consideraría,Comunidad energética,AUTONOMY,Autonomía,4,4,0
1383,276,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,5,4,1
1384,276,La conoce / la consideraría,Comunidad energética,STIMULATION,Estímulo,3,3,0
1385,276,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,1,1
1386,277,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1387,277,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
1388,277,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,1,1
1389,278,La conoce / la consideraría,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,0,5
1390,278,La conoce / la consideraría,Electrodomésticos eficientes,SECURITY,Seguridad,4,2,2
1391,278,La conoce / la consideraría,Electrodomésticos eficientes,MEANING,Significado,2,1,1
1392,279,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,4,0
1393,280,La conoce / la consideraría,Medidas de microeficiencia,COMPETENCE,Competencia,5,5,0
1394,280,La conoce / la consideraría,Medidas de microeficiencia,STIMULATION,Estímulo,3,2,1
1395,280,La conoce / la consideraría,Medidas de microeficiencia,MEANING,Significado,2,2,0
1396,281,La conoce / la consideraría,Electrodomésticos eficientes,MEANING,Significado,2,2,0
1397,282,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1398,283,La conoce / la consideraría,Agua caliente sanitaria,COMPETENCE,Competencia,5,2,3
1399,283,La conoce / la consideraría,Agua caliente sanitaria,AUTONOMY,Autonomía,4,2,2
1400,283,La conoce / la consideraría,Agua caliente sanitaria,MEANING,Significado,2,1,1
1401,284,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1402,287,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,2,3
1403,288,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
1404,288,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,3,1
1405,288,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1406,289,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,4,1
1407,289,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,1,3
1408,289,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,1,1
1409,290,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,3,2
1410,290,La conoce / la consideraría,Vehículo eléctrico,COMPETENCE,Competencia,5,5,0
1411,290,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,1,1
1412,291,La conoce / la consideraría,Calefacción fósil o biomasa,AUTONOMY,Autonomía,4,4,0
1413,291,La conoce / la consideraría,Calefacción fósil o biomasa,STIMULATION,Estímulo,3,3,0
1414,291,La conoce / la consideraría,Calefacción fósil o biomasa,MEANING,Significado,2,2,0
1415,293,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1416,293,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,4,1
1417,293,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,3,1
1418,295,La conoce / la consideraría,Electrodomésticos eficientes,MEANING,Significado,2,2,0
1419,296,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,5,5,0
1420,296,La conoce / la consideraría,Bomba de calor,COMPETENCE,Competencia,5,5,0
1421,296,La conoce / la consideraría,Bomba de calor,MEANING,Significado,2,2,0
1422,297,La conoce / la consideraría,Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,2,2,0
1423,297,La conoce / la consideraría,Electrodomésticos eficientes,STIMULATION,Estímulo,3,3,0
1424,297,La conoce / la consideraría,Electrodomésticos eficientes,MEANING,Significado,2,2,0
1425,298,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
1426,298,La conoce / la consideraría,Vehículo eléctrico,STIMULATION,Estímulo,3,3,0
1427,298,La conoce / la consideraría,Vehículo eléctrico,MEANING,Significado,2,2,0
1428,299,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1429,299,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1430,299,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,1,1
1431,300,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,5,0
1432,300,La conoce / la consideraría,Almacenamiento energético,SECURITY,Seguridad,4,3,1
1433,300,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,4,0
1434,301,La conoce / la consideraría,Comunidad energética,RELATEDNESS,Vinculación,5,5,0
1435,301,La conoce / la consideraría,Comunidad energética,STIMULATION,Estímulo,3,2,1
1436,301,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1437,302,La conoce / la consideraría,Comunidad energética,SECURITY,Seguridad,4,3,1
1438,302,La conoce / la consideraría,Comunidad energética,COMPETENCE,Competencia,5,5,0
1439,302,La conoce / la consideraría,Comunidad energética,AUTONOMY,Autonomía,4,4,0
1440,303,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1441,304,La conoce / la consideraría,Comunidad energética,SECURITY,Seguridad,4,4,0
1442,304,La conoce / la consideraría,Comunidad energética,AUTONOMY,Autonomía,4,4,0
1443,304,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1444,305,La conoce / la consideraría,Electrodomésticos eficientes,COMPETENCE,Competencia,5,5,0
1445,305,La conoce / la consideraría,Electrodomésticos eficientes,MEANING,Significado,2,2,0
1446,306,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1447,306,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,1,1
1448,306,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1449,307,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,5,0
1450,307,La conoce / la consideraría,Comunidad energética,SECURITY,Seguridad,4,4,0
1451,307,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1452,308,La conoce / la consideraría,Ascensor,MEANING,Significado,2,2,0
1453,309,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1454,309,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,2,1
1455,309,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1456,310,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,3,2
1457,310,La conoce / la consideraría,Almacenamiento energético,SECURITY,Seguridad,4,2,2
1458,310,La conoce / la consideraría,Almacenamiento energético,COMPETENCE,Competencia,5,3,2
1459,312,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,3,1
1460,313,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1461,313,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
1462,313,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
1463,314,La conoce / la consideraría,Comunidad energética,AUTONOMY,Autonomía,4,4,0
1464,315,La conoce / la consideraría,Sistema de refrigeración,FINANCIAL,Seguridad financiera,5,3,2
1465,315,La conoce / la consideraría,Sistema de refrigeración,PHYSIOLOGICAL,Materialidad,2,2,0
1466,315,La conoce / la consideraría,Sistema de refrigeración,MEANING,Significado,2,2,0
1467,316,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,4,1
1468,316,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,3,2
1469,316,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1470,317,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,2,3
1471,317,La conoce / la consideraría,Comunidad energética,STIMULATION,Estímulo,3,2,1
1472,317,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1473,318,La conoce / la consideraría,Cambio de tarifa eléctrica,SECURITY,Seguridad,4,3,1
1474,318,La conoce / la consideraría,Cambio de tarifa eléctrica,AUTONOMY,Autonomía,4,4,0
1475,318,La conoce / la consideraría,Cambio de tarifa eléctrica,MEANING,Significado,2,1,1
1476,319,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1477,319,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1478,319,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,3,0
1479,321,La conoce / la consideraría,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
1480,321,La conoce / la consideraría,Cambio de tarifa eléctrica,RELATEDNESS,Vinculación,5,5,0
1481,321,La conoce / la consideraría,Cambio de tarifa eléctrica,MEANING,Significado,2,2,0
1482,322,La conoce / la consideraría,Comunidad energética,COMPETENCE,Competencia,5,5,0
1483,322,La conoce / la consideraría,Comunidad energética,STIMULATION,Estímulo,3,3,0
1484,323,La conoce / la consideraría,Comunidad energética,PHYSIOLOGICAL,Materialidad,2,2,0
1485,323,La conoce / la consideraría,Comunidad energética,STIMULATION,Estímulo,3,2,1
1486,323,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,1,1
1487,325,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1488,325,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,3,0
1489,325,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1490,326,La conoce / la consideraría,Renovación de envolvente,RELATEDNESS,Vinculación,5,4,1
1491,327,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,2,3
1492,327,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,4,0
1493,327,La conoce / la consideraría,Almacenamiento energético,MEANING,Significado,2,2,0
1494,328,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1495,328,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,3,1
1496,328,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1497,331,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1498,331,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
1499,331,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,2,1
1500,332,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
1501,332,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1502,333,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,2,3
1503,333,La conoce / la consideraría,Almacenamiento energético,MEANING,Significado,2,2,0
1504,334,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,4,1
1505,334,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,4,1
1506,334,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1507,335,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
1508,335,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,3,1
1509,336,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,5,0
1510,336,La conoce / la consideraría,Comunidad energética,COMPETENCE,Competencia,5,5,0
1511,336,La conoce / la consideraría,Comunidad energética,STIMULATION,Estímulo,3,3,0
1512,337,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,5,0
1513,337,La conoce / la consideraría,Almacenamiento energético,SECURITY,Seguridad,4,4,0
1514,337,La conoce / la consideraría,Almacenamiento energético,MEANING,Significado,2,1,1
1515,338,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,2,3
1516,338,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,3,0
1517,338,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1518,339,La conoce / la consideraría,Medidas de microeficiencia,MEANING,Significado,2,1,1
1519,340,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,2,3
1520,340,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
1521,340,La conoce / la consideraría,Renovación de envolvente,RELATEDNESS,Vinculación,5,3,2
1522,341,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,3,2
1523,341,La conoce / la consideraría,Comunidad energética,AUTONOMY,Autonomía,4,4,0
1524,341,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1525,342,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,5,4,1
1526,342,La conoce / la consideraría,Bomba de calor,COMPETENCE,Competencia,5,5,0
1527,342,La conoce / la consideraría,Bomba de calor,MEANING,Significado,2,2,0
1528,343,La conoce / la consideraría,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,4,1
1529,343,La conoce / la consideraría,Electrodomésticos eficientes,AUTONOMY,Autonomía,4,4,0
1530,343,La conoce / la consideraría,Electrodomésticos eficientes,PHYSIOLOGICAL,Materialidad,2,1,1
1531,345,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,4,1
1532,345,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,3,1
1533,345,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,4,1
1534,346,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,5,0
1535,346,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
1536,346,La conoce / la consideraría,Renovación de envolvente,RELATEDNESS,Vinculación,5,5,0
1537,348,La conoce / la consideraría,Comunidad energética,FINANCIAL,Seguridad financiera,5,4,1
1538,348,La conoce / la consideraría,Comunidad energética,AUTONOMY,Autonomía,4,4,0
1539,348,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,1,1
1540,349,La conoce / la consideraría,Comunidad energética,STIMULATION,Estímulo,3,1,2
1541,350,La conoce / la consideraría,Ascensor,FINANCIAL,Seguridad financiera,5,5,0
1542,351,La conoce / la consideraría,Renovación de envolvente,COMPETENCE,Competencia,5,2,3
1543,352,La conoce / la consideraría,Comunidad energética,MEANING,Significado,2,2,0
1544,353,La conoce / la consideraría,Bomba de calor,FINANCIAL,Seguridad financiera,5,4,1
1545,353,La conoce / la consideraría,Bomba de calor,PHYSIOLOGICAL,Materialidad,2,2,0
1546,353,La conoce / la consideraría,Bomba de calor,MEANING,Significado,2,2,0
1547,355,La conoce / la consideraría,Electrodomésticos eficientes,FINANCIAL,Seguridad financiera,5,2,3
1548,355,La conoce / la consideraría,Electrodomésticos eficientes,SECURITY,Seguridad,4,2,2
1549,355,La conoce / la consideraría,Electrodomésticos eficientes,MEANING,Significado,2,2,0
1550,356,La conoce / la consideraría,Sistema de refrigeración,FINANCIAL,Seguridad financiera,5,5,0
1551,356,La conoce / la consideraría,Sistema de refrigeración,COMPETENCE,Competencia,5,5,0
1552,356,La conoce / la consideraría,Sistema de refrigeración,MEANING,Significado,2,2,0
1553,357,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1554,357,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
1555,357,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1556,358,La conoce / la consideraría,Sistemas inteligentes del hogar,PHYSIOLOGICAL,Materialidad,2,0,2
1557,358,La conoce / la consideraría,Sistemas inteligentes del hogar,MEANING,Significado,2,2,0
1558,359,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1559,359,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,3,1
1560,359,La conoce / la consideraría,Renovación de envolvente,STIMULATION,Estímulo,3,3,0
1561,360,La conoce / la consideraría,Almacenamiento energético,FINANCIAL,Seguridad financiera,5,5,0
1562,360,La conoce / la consideraría,Almacenamiento energético,AUTONOMY,Autonomía,4,4,0
1563,360,La conoce / la consideraría,Almacenamiento energético,MEANING,Significado,2,2,0
1564,361,La conoce / la consideraría,Bomba de calor,MEANING,Significado,2,2,0
1565,363,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1566,364,La conoce / la consideraría,Vehículo eléctrico,FINANCIAL,Seguridad financiera,5,5,0
1567,364,La conoce / la consideraría,Vehículo eléctrico,COMPETENCE,Competencia,5,5,0
1568,364,La conoce / la consideraría,Vehículo eléctrico,AUTONOMY,Autonomía,4,4,0
1569,366,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,3,2
1570,366,La conoce / la consideraría,Renovación de envolvente,SECURITY,Seguridad,4,3,1
1571,366,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
1572,367,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1573,367,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
1574,367,La conoce / la consideraría,Renovación de envolvente,RELATEDNESS,Vinculación,5,5,0
1575,368,La conoce / la consideraría,Cambio de tarifa eléctrica,FINANCIAL,Seguridad financiera,5,5,0
1576,371,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1577,371,La conoce / la consideraría,Renovación de envolvente,AUTONOMY,Autonomía,4,4,0
1578,371,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
1579,372,La conoce / la consideraría,Renovación de envolvente,FINANCIAL,Seguridad financiera,5,5,0
1580,372,La conoce / la consideraría,Renovación de envolvente,PHYSIOLOGICAL,Materialidad,2,2,0
1581,372,La conoce / la consideraría,Renovación de envolvente,MEANING,Significado,2,2,0
