stage_dimension_id,participant_id,stage,technology,dimension_key,dimension,added_value,adherence,agreement,approval,authority,autonomy,climate_protection,commitment,cost_efficiency,coziness,credit_score_access_to_funding,environmental_concerns,frugality,fun,knowledge,legal,novelty,own_competence,own_significance,peer_pressure,profits,recognition,rights_and_duties,risk_profile,safety,self_satisfaction,socialising,support,technical_fit,trends,trust,wellbeing
28,PROLIFIC_604dedd2805fe682c5bc51c0,Implemented,Electric vehicle,FINANCIAL,Financial security,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,44,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
30,PROLIFIC_604dedd2805fe682c5bc51c0,Implemented,Electric vehicle,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
1662,PROLIFIC_604dedd2805fe682c5bc51c0,Unaware but curious,Fossil fuel or biomass heating,AUTONOMY,Autonomy,NA,76,NA,NA,NA,44,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA
1660,PROLIFIC_604dedd2805fe682c5bc51c0,Unaware but curious,Fossil fuel or biomass heating,FINANCIAL,Financial security,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,44,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA
1661,PROLIFIC_604dedd2805fe682c5bc51c0,Unaware but curious,Fossil fuel or biomass heating,SECURITY,Security,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,62,NA
1101,PROLIFIC_60827e52a046c9b82574d391,Aware / would consider,Energy storage systems,AUTONOMY,Autonomy,NA,65,NA,NA,NA,60,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA
1100,PROLIFIC_60827e52a046c9b82574d391,Aware / would consider,Energy storage systems,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,41,NA,NA,71,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
1099,PROLIFIC_60827e52a046c9b82574d391,Aware / would consider,Energy storage systems,FINANCIAL,Financial security,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,71,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
284,PROLIFIC_60827e52a046c9b82574d391,Implemented,Micro-efficiency measures,AUTONOMY,Autonomy,NA,65,NA,NA,NA,60,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA
283,PROLIFIC_60827e52a046c9b82574d391,Implemented,Micro-efficiency measures,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,41,NA,NA,71,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
282,PROLIFIC_60827e52a046c9b82574d391,Implemented,Micro-efficiency measures,FINANCIAL,Financial security,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,71,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
1888,PROLIFIC_60827e52a046c9b82574d391,Unaware but curious,Smart home systems,AUTONOMY,Autonomy,NA,65,NA,NA,NA,60,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA
1887,PROLIFIC_60827e52a046c9b82574d391,Unaware but curious,Smart home systems,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,41,NA,NA,71,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA
1886,PROLIFIC_60827e52a046c9b82574d391,Unaware but curious,Smart home systems,FINANCIAL,Financial security,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,71,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
787,PROLIFIC_609077b2d5f119a0c819a6cd,Implemented,Electricity tariff change,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,75,NA,NA,100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA
785,PROLIFIC_609077b2d5f119a0c819a6cd,Implemented,Electricity tariff change,FINANCIAL,Financial security,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,70,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
786,PROLIFIC_609077b2d5f119a0c819a6cd,Implemented,Electricity tariff change,SECURITY,Security,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,75,NA
2256,PROLIFIC_609077b2d5f119a0c819a6cd,Unaware but curious,Energy-efficient appliances,AUTONOMY,Autonomy,NA,65,NA,NA,NA,65,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
2254,PROLIFIC_609077b2d5f119a0c819a6cd,Unaware but curious,Energy-efficient appliances,FINANCIAL,Financial security,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,70,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
2255,PROLIFIC_609077b2d5f119a0c819a6cd,Unaware but curious,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,75,NA
890,PROLIFIC_61034f24da19cc56177b8b59,Aware / would consider,Energy-efficient appliances,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,85,NA,NA,82,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA
888,PROLIFIC_61034f24da19cc56177b8b59,Aware / would consider,Energy-efficient appliances,FINANCIAL,Financial security,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
889,PROLIFIC_61034f24da19cc56177b8b59,Aware / would consider,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,77,NA
85,PROLIFIC_61034f24da19cc56177b8b59,Implemented,Domestic hot water system,AUTONOMY,Autonomy,NA,86,NA,NA,NA,80,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
83,PROLIFIC_61034f24da19cc56177b8b59,Implemented,Domestic hot water system,FINANCIAL,Financial security,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
84,PROLIFIC_61034f24da19cc56177b8b59,Implemented,Domestic hot water system,SECURITY,Security,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,77,NA
1713,PROLIFIC_61034f24da19cc56177b8b59,Unaware but curious,Electric vehicle,AUTONOMY,Autonomy,NA,86,NA,NA,NA,80,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
1711,PROLIFIC_61034f24da19cc56177b8b59,Unaware but curious,Electric vehicle,FINANCIAL,Financial security,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1712,PROLIFIC_61034f24da19cc56177b8b59,Unaware but curious,Electric vehicle,SECURITY,Security,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,77,NA
847,PROLIFIC_6103a3ece71ab061d5624402,Aware / would consider,Balcony solar kits,FINANCIAL,Financial security,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
849,PROLIFIC_6103a3ece71ab061d5624402,Aware / would consider,Balcony solar kits,MEANING,Meaning,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,PROLIFIC_6103a3ece71ab061d5624402,Aware / would consider,Balcony solar kits,SECURITY,Security,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,50,NA
47,PROLIFIC_6103a3ece71ab061d5624402,Implemented,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,PROLIFIC_6103a3ece71ab061d5624402,Implemented,Energy-efficient appliances,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
45,PROLIFIC_6103a3ece71ab061d5624402,Implemented,Energy-efficient appliances,SECURITY,Security,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,50,NA
1683,PROLIFIC_6103a3ece71ab061d5624402,Unaware but curious,Heat pump,FINANCIAL,Financial security,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,80,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
1685,PROLIFIC_6103a3ece71ab061d5624402,Unaware but curious,Heat pump,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
1684,PROLIFIC_6103a3ece71ab061d5624402,Unaware but curious,Heat pump,SECURITY,Security,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,50,NA
201,PROLIFIC_6111037143ad4a71cf9e2852,Implemented,Energy-efficient appliances,FINANCIAL,Financial security,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,85,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
202,PROLIFIC_6111037143ad4a71cf9e2852,Implemented,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1812,PROLIFIC_6111037143ad4a71cf9e2852,Unaware but curious,Fossil fuel or biomass heating,FINANCIAL,Financial security,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,85,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA
1813,PROLIFIC_6111037143ad4a71cf9e2852,Unaware but curious,Fossil fuel or biomass heating,MEANING,Meaning,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1145,PROLIFIC_6119075f1fe00f92c8153747,Aware / would consider,Electric vehicle,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,40,NA,NA,37,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA
1144,PROLIFIC_6119075f1fe00f92c8153747,Aware / would consider,Electric vehicle,FINANCIAL,Financial security,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,46,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
1146,PROLIFIC_6119075f1fe00f92c8153747,Aware / would consider,Electric vehicle,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,21,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,PROLIFIC_6119075f1fe00f92c8153747,Implemented,Micro-efficiency measures,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,40,NA,NA,37,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA
328,PROLIFIC_6119075f1fe00f92c8153747,Implemented,Micro-efficiency measures,FINANCIAL,Financial security,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,46,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
329,PROLIFIC_6119075f1fe00f92c8153747,Implemented,Micro-efficiency measures,SECURITY,Security,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,21,NA
1922,PROLIFIC_6119075f1fe00f92c8153747,Unaware but curious,Envelope renovation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,40,NA,NA,37,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA
1921,PROLIFIC_6119075f1fe00f92c8153747,Unaware but curious,Envelope renovation,FINANCIAL,Financial security,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,46,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
1923,PROLIFIC_6119075f1fe00f92c8153747,Unaware but curious,Envelope renovation,RELATEDNESS,Relatedness,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,83,NA,NA,NA,26,65,NA,NA,NA,NA
1582,PROLIFIC_6136cb52db0f1cb2262bbf5d,Aware / would consider,Smart home systems,AUTONOMY,Autonomy,NA,80,NA,NA,NA,85,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA
1583,PROLIFIC_6136cb52db0f1cb2262bbf5d,Aware / would consider,Smart home systems,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
731,PROLIFIC_6136cb52db0f1cb2262bbf5d,Implemented,Electricity tariff change,FINANCIAL,Financial security,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,90,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA
1066,PROLIFIC_6167579b785195f0db610d94,Aware / would consider,Cooling system,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,60,NA,NA,76,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA
1065,PROLIFIC_6167579b785195f0db610d94,Aware / would consider,Cooling system,FINANCIAL,Financial security,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,74,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA
1067,PROLIFIC_6167579b785195f0db610d94,Aware / would consider,Cooling system,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
1856,PROLIFIC_6167579b785195f0db610d94,Unaware but curious,Balcony solar kits,FINANCIAL,Financial security,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,74,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA
1858,PROLIFIC_6167579b785195f0db610d94,Unaware but curious,Balcony solar kits,MEANING,Meaning,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,PROLIFIC_6167579b785195f0db610d94,Unaware but curious,Balcony solar kits,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,42,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1054,PROLIFIC_62ead0772116e6bc70b7cd09,Aware / would consider,Elevator,FINANCIAL,Financial security,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
1056,PROLIFIC_62ead0772116e6bc70b7cd09,Aware / would consider,Elevator,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,PROLIFIC_62ead0772116e6bc70b7cd09,Aware / would consider,Elevator,SECURITY,Security,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,76,NA
247,PROLIFIC_62ead0772116e6bc70b7cd09,Implemented,Energy-efficient appliances,FINANCIAL,Financial security,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
249,PROLIFIC_62ead0772116e6bc70b7cd09,Implemented,Energy-efficient appliances,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,PROLIFIC_62ead0772116e6bc70b7cd09,Implemented,Energy-efficient appliances,RELATEDNESS,Relatedness,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,73,NA,NA,NA,9,83,NA,NA,NA,NA
1844,PROLIFIC_62ead0772116e6bc70b7cd09,Unaware but curious,Electric vehicle,FINANCIAL,Financial security,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA
1846,PROLIFIC_62ead0772116e6bc70b7cd09,Unaware but curious,Electric vehicle,MEANING,Meaning,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,PROLIFIC_62ead0772116e6bc70b7cd09,Unaware but curious,Electric vehicle,STIMULATION,Stimulation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,29,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,PROLIFIC_6310c063bd0cce86b0289d20,Implemented,Envelope renovation,FINANCIAL,Financial security,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,77,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
746,PROLIFIC_6310c063bd0cce86b0289d20,Implemented,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,93,NA
1606,PROLIFIC_63b3377ca1ccdfc7cc567503,Aware / would consider,Envelope renovation,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,89,NA,NA,84,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA
1604,PROLIFIC_63b3377ca1ccdfc7cc567503,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,38,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
1605,PROLIFIC_63b3377ca1ccdfc7cc567503,Aware / would consider,Envelope renovation,SECURITY,Security,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,79,NA
768,PROLIFIC_63b3377ca1ccdfc7cc567503,Implemented,Domestic hot water system,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,89,NA,NA,84,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA
766,PROLIFIC_63b3377ca1ccdfc7cc567503,Implemented,Domestic hot water system,FINANCIAL,Financial security,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,38,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
767,PROLIFIC_63b3377ca1ccdfc7cc567503,Implemented,Domestic hot water system,SECURITY,Security,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,79,NA
2248,PROLIFIC_63b3377ca1ccdfc7cc567503,Unaware but curious,Heat pump,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,89,NA,NA,84,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA
2246,PROLIFIC_63b3377ca1ccdfc7cc567503,Unaware but curious,Heat pump,FINANCIAL,Financial security,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,38,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
2247,PROLIFIC_63b3377ca1ccdfc7cc567503,Unaware but curious,Heat pump,SECURITY,Security,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,79,NA
277,PROLIFIC_63ed0392b8b24c34aaf26310,Implemented,Electricity tariff change,FINANCIAL,Financial security,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,100,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA
278,PROLIFIC_63ed0392b8b24c34aaf26310,Implemented,Electricity tariff change,SECURITY,Security,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,70,NA
1885,PROLIFIC_63ed0392b8b24c34aaf26310,Unaware but curious,Cooling system,PHYSIOLOGICAL,Materiality,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
985,PROLIFIC_646219bb0b91a6f3327e39fb,Aware / would consider,Balcony solar kits,AUTONOMY,Autonomy,NA,65,NA,NA,NA,60,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
984,PROLIFIC_646219bb0b91a6f3327e39fb,Aware / would consider,Balcony solar kits,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,60,NA,NA,85,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
983,PROLIFIC_646219bb0b91a6f3327e39fb,Aware / would consider,Balcony solar kits,FINANCIAL,Financial security,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,70,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
167,PROLIFIC_646219bb0b91a6f3327e39fb,Implemented,Electricity tariff change,AUTONOMY,Autonomy,NA,65,NA,NA,NA,60,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
166,PROLIFIC_646219bb0b91a6f3327e39fb,Implemented,Electricity tariff change,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,60,NA,NA,85,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
165,PROLIFIC_646219bb0b91a6f3327e39fb,Implemented,Electricity tariff change,FINANCIAL,Financial security,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,70,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
1788,PROLIFIC_646219bb0b91a6f3327e39fb,Unaware but curious,Smart home systems,COMPETENCE,Competence,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,60,NA,NA,85,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA
1787,PROLIFIC_646219bb0b91a6f3327e39fb,Unaware but curious,Smart home systems,FINANCIAL,Financial security,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,70,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
1789,PROLIFIC_646219bb0b91a6f3327e39fb,Unaware but curious,Smart home systems,MEANING,Meaning,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001,PROLIFIC_6470e501cc85b0287c8da951,Aware / would consider,Envelope renovation,AUTONOMY,Autonomy,NA,100,NA,NA,NA,85,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
999,PROLIFIC_6470e501cc85b0287c8da951,Aware / would consider,Envelope renovation,FINANCIAL,Financial security,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,40,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
